ind logFC logCPM PValue twd PValue_fdr Decide_test August_1m August_2m August_3m August_4m December_1m December_2m December_3m December_4m
5535 ind-5535 9.05042385853623 3.49223555632613 0.258569702146542 16.7985297870553 1 0 0 0 0 0 208 86 0 0
5536 ind-5536 9.05761897914763 3.49900577200676 0.134353347752846 10.9611371787806 1 0 0 0 0 0 83 0 102 106
5537 ind-5537 9.68977273336789 4.10262093541968 0.059362583254903 8.19953993403515 1 0 0 0 0 0 166 86 204 0
5538 ind-5538 8.97836406306773 3.42427304116317 0.145035987838659 11.3141425117058 1 0 0 0 0 0 124 86 0 70
5539 ind-5539 8.11419336323359 2.62727476070326 0.425765935596836 24.1190605687638 1 0 0 0 0 0 83 0 68 0
5540 ind-5540 9.55599021302341 3.9739290126392 0.0291669792072192 6.2633859778483 1 0 0 0 0 0 124 86 136 70
5541 ind-5541 -13.747138910589 8.10977315682157 0.000183657724676918 3.76195970518633 0.118011037357239 0 0 0 5650 80 0 0 0 0
5542 ind-5542 9.66371668752942 4.07752087378444 0.0622626564146599 8.3241466363049 1 0 0 0 0 0 124 86 238 0
5543 ind-5543 9.35281168322283 3.77942277405741 0.0988689221434012 9.7623686192748 1 0 0 0 0 0 83 216 0 70
5544 ind-5544 9.31904851394407 3.74719677710838 0.0997174585287562 9.76050278822654 1 0 0 0 0 0 124 130 102 0
5545 ind-5545 8.56001893005428 3.03394743216404 0.343150555340531 20.2125759444727 1 0 0 0 0 0 83 130 0 0
5546 ind-5546 9.40787094501999 3.83197430818187 0.188273564557186 14.0285502111265 1 0 0 0 0 0 124 0 0 247
5547 ind-5547 8.40588764900792 2.89204716582096 0.374160210978286 21.6456606884891 1 0 0 0 0 0 83 0 102 0
5548 ind-5548 9.15522231319566 3.5914110384388 0.122317105045625 10.5699620171991 1 0 0 0 0 0 124 86 0 106
5549 ind-5549 8.23568418652675 2.73706623325323 0.408228489807305 23.317267293607 1 0 0 0 0 0 83 86 0 0
5550 ind-5550 8.45995253195569 2.94164233029033 0.362966665501955 21.1035020970526 1 0 0 0 0 0 124 0 68 0
5551 ind-5551 10.1370247014982 4.53582439451155 0.00670283744170784 4.58031271049004 0.855662374689138 0 0 0 0 0 291 86 102 141
5552 ind-5552 9.11159336312021 3.55004313857519 0.245177031553145 16.2431573847117 1 0 0 0 0 0 166 0 136 0
5553 ind-5553 -10.7750502463232 5.15961490044236 0.000387314965903648 2.98054088463995 0.171100259337595 0 75 146 311 242 0 0 0 0
5554 ind-5554 -8.81330408972504 3.26819391819063 0.284876891267177 17.6257230788834 1 0 75 0 116 0 0 0 0 0
5555 ind-5555 -7.46113494091098 2.05299336293361 0.446208895938543 23.2080534781765 1 0 37 0 38 0 0 0 0 0
5556 ind-5556 -9.84715083212157 4.25403847051378 0.0991853317780363 10.4289612136143 1 0 113 293 0 0 0 0 0 0
5557 ind-5557 -7.37886598189184 1.98354017930344 0.45897731491596 23.7813922330978 1 0 37 36 0 0 0 0 0 0
5558 ind-5558 -9.56594051709033 3.98284800140977 0.146681487561467 12.3131907949886 1 0 151 183 0 0 0 0 0 0
5559 ind-5559 -8.39768240659162 2.88347203071198 0.335073598254616 19.3008128493604 1 0 75 0 0 80 0 0 0 0
5560 ind-5560 -10.2174124034103 4.61368535856609 0.00501728187499639 4.34350169015258 0.743769946677317 0 75 183 77 202 0 0 0 0
5561 ind-5561 -8.72264278129375 3.18383694371678 0.283696082349556 17.342724822566 1 0 75 0 0 121 0 0 0 0
5562 ind-5562 -13.3151525380975 7.67890820324029 0.000157843601831502 3.53917259910394 0.108951546164194 0 3978 0 0 565 0 0 0 0
5563 ind-5563 -11.298940512968 5.67587524524224 0.000341773945389002 3.13537511634478 0.161352244800598 0 378 0 272 485 0 0 0 0
5564 ind-5564 -8.47613232258964 2.95517991232888 0.338547889935387 19.7048310716506 1 0 75 0 77 0 0 0 0 0
5565 ind-5565 8.9516345023835 3.39911337617438 0.148974616768707 11.4421385098517 1 0 0 0 0 0 83 86 0 106
5566 ind-5566 10.0852368517162 4.48545497848956 0.00745038108156408 4.6591662939763 0.859819119126123 0 0 0 0 0 124 130 170 177
5567 ind-5567 8.23568418820058 2.73706623325323 0.408198404345026 23.3152318244982 1 0 0 0 0 0 83 86 0 0
5568 ind-5568 9.08247177543675 3.52249690372272 0.131302519629177 10.8657266222797 1 0 0 0 0 0 124 0 102 70
5569 ind-5569 -9.05337151089629 3.49415778815517 0.237823092282556 15.7512426400356 1 0 0 0 116 121 0 0 0 0
5570 ind-5570 -11.6653226276182 6.03834137413121 0.0018981100186965 4.30567513464608 0.441320569399666 0 0 0 233 1293 0 0 0 0
5571 ind-5571 -9.02421813540447 3.46669162785229 0.245062813433575 16.0536315807004 1 0 0 0 77 161 0 0 0 0
5572 ind-5572 -9.07640494465289 3.51586946244372 0.234285935136395 15.6323052154603 1 0 0 0 155 80 0 0 0 0
5573 ind-5573 9.76466609024553 4.17487607874138 0.0531943013469815 7.93585487970209 1 0 0 0 0 0 83 303 0 106
5574 ind-5574 8.69423903080916 3.15825419948894 0.320146806679606 19.2458749053019 1 0 0 0 0 0 124 0 102 0
5575 ind-5575 -11.0591070012494 5.4391972266347 0.00744312276819078 5.27840071910398 0.859819119126123 0 0 0 818 80 0 0 0 0
5576 ind-5576 9.26521560215941 3.69587775318846 0.210332144843896 14.8284454023769 1 0 0 0 0 0 124 0 0 212
5577 ind-5577 8.13348958719796 2.64463286888913 0.419888632911274 23.7803624205841 1 0 0 0 0 0 83 0 0 70
5578 ind-5578 8.69423902444882 3.15825419948894 0.320029804416496 19.239285729302 1 0 0 0 0 0 124 0 102 0
5579 ind-5579 8.89583255921989 3.34663298296979 0.284668797248186 17.8079115448181 1 0 0 0 0 0 83 0 0 177
5580 ind-5580 8.4371242205009 2.9206823692304 0.366899091487665 21.2958014422538 1 0 0 0 0 0 83 0 0 106
5581 ind-5581 8.1334895892263 2.64463286888913 0.419919511355093 23.7825010092365 1 0 0 0 0 0 83 0 0 70
5582 ind-5582 8.7459750860358 3.20648673381255 0.166475818896666 11.8777815990367 1 0 0 0 0 0 83 86 0 70
5583 ind-5583 8.11419336553372 2.62727476070326 0.425801576738854 24.1215685707761 1 0 0 0 0 0 83 0 68 0
5584 ind-5584 8.47515824016567 2.95561817211004 0.35811566865525 20.8566728837696 1 0 0 0 0 0 124 0 0 70
5585 ind-5585 8.64840821378232 3.1156766862732 0.327109034110973 19.5278377449511 1 0 0 0 0 0 83 0 136 0
5586 ind-5586 8.13348958742797 2.64463286888913 0.419892134395013 23.7806049169943 1 0 0 0 0 0 83 0 0 70
5587 ind-5587 8.47515823459017 2.95561817211004 0.35802193530098 20.8510125953769 1 0 0 0 0 0 124 0 0 70
5588 ind-5588 9.89523292198839 4.30111355435497 0.041199773397707 7.35933915708865 1 0 0 0 0 0 166 303 68 0
5589 ind-5589 8.11419336783334 2.62727476070326 0.425837213298141 24.1240765347496 1 0 0 0 0 0 83 0 68 0
5590 ind-5590 9.9196953891333 4.32479721960628 0.0127101210754849 5.19076986907095 1 0 0 0 0 0 208 86 170 70
5591 ind-5591 8.47515823285337 2.95561817211004 0.357992742431699 20.8492500122564 1 0 0 0 0 0 124 0 0 70
5592 ind-5592 7.98347117179235 2.51030974017882 0.435088050030815 24.3168361643589 1 0 0 0 0 0 0 0 68 70
5593 ind-5593 8.5734732103906 3.04627142239248 0.339957544647177 20.0680302345306 1 0 0 0 0 0 0 0 102 106
5594 ind-5594 8.63616712096245 3.10438954970449 0.329477342170815 19.6243498424565 1 0 0 0 0 0 0 86 136 0
5595 ind-5595 8.29999877193184 2.79536841747235 0.399680454079815 22.959322156289 1 0 0 0 0 0 0 0 102 70
5596 ind-5596 9.64078653148952 4.05545920929271 0.141228239375734 12.1698465444374 1 0 0 0 0 0 0 173 273 0
5597 ind-5597 9.0858032424061 3.52568845398669 0.130783479519186 10.8425236645696 1 0 0 0 0 0 0 130 68 106
5598 ind-5598 7.98347116970525 2.51030974017882 0.43505630679686 24.3145737519177 1 0 0 0 0 0 0 0 68 70
5599 ind-5599 8.98051552345718 3.42626241726769 0.27086146969229 17.2723431495544 1 0 0 0 0 0 0 0 170 106
5600 ind-5600 8.80928946884487 3.26555440137706 0.301872848221176 18.5231071930128 1 0 0 0 0 0 0 0 68 177
5601 ind-5601 8.63616712260198 3.10438954970449 0.32942132397363 19.6211445776505 1 0 0 0 0 0 0 86 136 0
5602 ind-5602 9.9916644239496 4.39458112719983 0.0323222366068191 6.8698967680493 1 0 0 0 0 0 0 260 170 141
5603 ind-5603 9.72602107673098 4.13760238935832 0.125287411309707 11.5333473716074 1 0 0 0 0 0 0 346 136 0
5604 ind-5604 8.44990978451799 2.93255361365251 0.365926336226657 21.2605375214255 1 0 0 0 0 0 0 130 68 0
5605 ind-5605 8.63616712564128 3.10438954970449 0.329317506735091 19.6152055068689 1 0 0 0 0 0 0 86 136 0
5606 ind-5606 10.2748085108185 4.67006674574422 0.0172648142171161 5.9102977102662 1 0 0 0 0 0 166 433 102 0
5607 ind-5607 9.13834245085094 3.5753813592552 0.242475418939813 16.1617310191994 1 0 0 0 0 0 0 0 238 70
5608 ind-5608 8.3168040044157 2.81067044654409 0.395891006211817 22.7672640371775 1 0 0 0 0 0 0 0 68 106
5609 ind-5609 8.44990978918698 2.93255361365251 0.36587461879627 21.2573572011289 1 0 0 0 0 0 0 130 68 0
5610 ind-5610 10.1102727243125 4.50980756661678 0.0662189641825649 9.03521397292881 1 0 0 0 0 0 0 303 0 318
5611 ind-5611 8.86847303368471 3.32101465838601 0.154943382152009 11.5782047635198 1 0 0 0 0 0 0 86 68 106
5612 ind-5612 8.40588765023714 2.89204716582096 0.374181650609604 21.6470025938096 1 0 0 0 0 0 83 0 102 0
5613 ind-5613 8.39139673637671 2.87887753413238 0.37707285174727 21.7764091834471 1 0 0 0 0 0 0 86 102 0
5614 ind-5614 8.09643995511062 2.611469071371 0.426350360855727 24.0868962422072 1 0 0 0 0 0 0 86 68 0
5615 ind-5615 8.88552571893554 3.33700913391161 0.28784867229923 17.9485596203338 1 0 0 0 0 0 0 86 0 177
5616 ind-5616 9.16652494839971 3.60210095601609 0.234950395096853 15.8476495726897 1 0 0 0 0 0 0 0 102 212
5617 ind-5617 8.92490668881743 3.37403112231084 0.280727965797694 17.6696171589297 1 0 0 0 0 0 0 173 102 0
5618 ind-5618 8.11597315839585 2.6290149959283 0.42525686319949 24.0832690932038 1 0 0 0 0 0 0 86 0 70
5619 ind-5619 8.68570321317463 3.15041413387656 0.32135235812735 19.2954737428496 1 0 0 0 0 0 0 130 102 0
5620 ind-5620 8.09643995707811 2.611469071371 0.426325007058112 24.0851138612732 1 0 0 0 0 0 0 86 68 0
5621 ind-5621 8.09643995904542 2.611469071371 0.426299657174517 24.0833318994633 1 0 0 0 0 0 0 86 68 0
5622 ind-5622 8.66946268539919 3.13528993232181 0.323694701891098 19.3907426607609 1 0 0 0 0 0 0 86 0 141
5623 ind-5623 8.44990979165001 2.93255361365251 0.365847339572878 21.2556798694456 1 0 0 0 0 0 0 130 68 0
5624 ind-5624 8.57347320773918 3.04627142239248 0.339907117786194 20.0650893835477 1 0 0 0 0 0 0 0 102 106
5625 ind-5625 9.49726764472259 3.91764035772324 0.172771373695643 13.4378651658742 1 0 0 0 0 0 0 346 68 0
5626 ind-5626 8.39139673789366 2.87887753413238 0.377040307548452 21.7743600645089 1 0 0 0 0 0 0 86 102 0
5627 ind-5627 8.09643996092723 2.611469071371 0.426275410612894 24.0816276299872 1 0 0 0 0 0 0 86 68 0
5628 ind-5628 10.0476419845678 4.44892240782831 0.0090812302205504 4.85744206400358 0.938872135459059 0 0 0 0 0 291 86 136 70
5629 ind-5629 8.68570321690931 3.15041413387656 0.321294934453952 19.2922329579906 1 0 0 0 0 0 0 130 102 0
5630 ind-5630 9.46402559353179 3.88571343535633 0.178438185281141 13.65290391356 1 0 0 0 0 0 0 0 68 318
5631 ind-5631 9.65421478196916 4.06838119094959 0.0625741192153048 8.33276972370577 1 0 0 0 0 0 0 173 136 141
5632 ind-5632 8.85702938816642 3.31028940361157 0.157192079963753 11.6564841726026 1 0 0 0 0 0 0 86 102 70
5633 ind-5633 9.68394628328097 4.09703225101294 0.132334334189279 11.8100631642629 1 0 0 0 0 0 0 260 204 0
5634 ind-5634 8.11597316102039 2.6290149959283 0.425221105522423 24.0807572464784 1 0 0 0 0 0 0 86 0 70
5635 ind-5635 8.09643995838525 2.611469071371 0.426308163593263 24.0839298393513 1 0 0 0 0 0 0 86 68 0
5636 ind-5636 8.64840821310287 3.1156766862732 0.327096366686471 19.5271158429806 1 0 0 0 0 0 83 0 136 0
5637 ind-5637 8.90698838421856 3.35711533438181 0.151735249094214 11.496851444438 1 0 0 0 0 0 124 0 68 70
5638 ind-5638 9.79897024874501 4.20799237678797 0.0172437503739599 5.54242302062008 1 0 0 0 0 0 124 130 170 70
5639 ind-5639 9.62544274963334 4.04069095484559 0.0661452012432936 8.4883821914052 1 0 0 0 0 0 166 173 102 0
5640 ind-5640 10.1172143229114 4.51654854324371 0.00679335966213021 4.58119563217871 0.855662374689138 0 0 0 0 0 124 216 102 177
5641 ind-5641 10.8756529829017 5.25879362704988 0.000167293455928525 2.68657380221573 0.111975086501493 0 0 0 0 0 291 303 238 212
5642 ind-5642 9.5996935529065 4.01592306374186 0.0685832322336072 8.58547760921843 1 0 0 0 0 0 124 130 0 177
5643 ind-5643 8.69423902143311 3.15825419948894 0.31997434494381 19.236163083889 1 0 0 0 0 0 124 0 102 0
5644 ind-5644 8.44990980013246 2.93255361365251 0.365753409824662 21.2499053208059 1 0 0 0 0 0 0 130 68 0
5645 ind-5645 8.75731970631747 3.21701151319364 0.308290964860952 18.7435920429386 1 0 0 0 0 0 166 0 0 70
5646 ind-5646 8.23568419346655 2.73706623325323 0.408103769564677 23.3088304088301 1 0 0 0 0 0 83 86 0 0
5647 ind-5647 8.68570321742618 3.15041413387656 0.321286988062112 19.2917845276467 1 0 0 0 0 0 0 130 102 0
5648 ind-5648 9.05042385879017 3.49223555632613 0.258477169560548 16.7937695385162 1 0 0 0 0 0 208 86 0 0
5649 ind-5649 7.9834711676178 2.51030974017882 0.435024560696124 24.3123113689029 1 0 0 0 0 0 0 0 68 70
5650 ind-5650 8.09643995584385 2.611469071371 0.426340911930217 24.0862319625698 1 0 0 0 0 0 0 86 68 0
5651 ind-5651 8.11597316364534 2.6290149959283 0.425185345751332 24.0782455381141 1 0 0 0 0 0 0 86 0 70
5652 ind-5652 9.30189497570059 3.7308131205838 0.204005186100853 14.5921330194683 1 0 0 0 0 0 0 0 204 141
5653 ind-5653 8.29999876845606 2.79536841747235 0.399617317903824 22.9551246837103 1 0 0 0 0 0 0 0 102 70
5654 ind-5654 8.57347320638089 3.04627142239248 0.339881288073714 20.0635831634 1 0 0 0 0 0 0 0 102 106
5655 ind-5655 8.98583368758056 3.43127214220778 0.268706781254742 17.1730107296948 1 0 0 0 0 0 0 0 136 141
5656 ind-5656 8.6694626856872 3.13528993232181 0.323683487290534 19.390107204787 1 0 0 0 0 0 0 86 0 141
5657 ind-5657 8.74037044451589 3.20132604644721 0.311915778667074 18.9100102388161 1 0 0 0 0 0 0 173 0 70
5658 ind-5658 8.75731970601596 3.21701151319364 0.308285558388074 18.7432937112291 1 0 0 0 0 0 166 0 0 70
5659 ind-5659 8.11597316627068 2.6290149959283 0.425149583886783 24.0757339681438 1 0 0 0 0 0 0 86 0 70
5660 ind-5660 9.35237687888333 3.77898337659892 0.0979079099727499 9.71722450249519 1 0 0 0 0 0 0 86 170 106
5661 ind-5661 8.55639415491637 3.03056034438999 0.344992425392391 20.2994381027186 1 0 0 0 0 0 124 86 0 0
5662 ind-5662 9.12128302673156 3.55922552133696 0.128672803785652 10.8031318146936 1 0 0 0 0 0 166 0 68 70
5663 ind-5663 8.11419337013245 2.62727476070326 0.425872845275647 24.1265844606978 1 0 0 0 0 0 83 0 68 0
5664 ind-5664 9.57714223217422 3.99424392002715 0.0723935672375873 8.75455569605847 1 0 0 0 0 0 124 86 0 212
5665 ind-5665 8.13348958562981 2.64463286888913 0.419864762033538 23.7787093060677 1 0 0 0 0 0 83 0 0 70
5666 ind-5666 9.17151652933053 3.60687709941893 0.120799330446884 10.5233363707651 1 0 0 0 0 0 124 130 68 0
5667 ind-5667 8.93983411050718 3.38797193538783 0.279893889465125 17.6532421107246 1 0 0 0 0 0 166 0 102 0
5668 ind-5668 8.4599525302952 2.94164233029033 0.362938288461251 21.1017692739502 1 0 0 0 0 0 124 0 68 0
5669 ind-5669 10.733622985339 5.11920029029519 0.000432225760153953 3.01195946556657 0.187196129221187 0 0 0 0 0 208 216 307 212
5670 ind-5670 9.19140557504314 3.62570966584214 0.230961942843239 15.6999562317379 1 0 0 0 0 0 249 0 0 70
5671 ind-5671 9.7989702488526 4.20799237678797 0.0172262778651552 5.54085714258874 1 0 0 0 0 0 124 130 170 70
5672 ind-5672 10.483976527379 4.87444361956794 0.00163186525513398 3.61498895326427 0.419123718086038 0 0 0 0 0 166 216 307 106
5673 ind-5673 9.95295057046729 4.35702665043569 0.0114276061038228 5.07588062619208 1 0 0 0 0 0 124 260 102 70
5674 ind-5674 15.0141458982895 9.37490574605984 7.04987100158473e-08 2.06235843157544 0.000311435101366007 1 0 0 0 0 6744 0 6791 4567
5675 ind-5675 10.8363770147952 5.22017494922694 0.00026065929025884 2.83910187743306 0.143386277357729 0 0 0 0 0 291 130 409 177
5676 ind-5676 8.43712421887217 2.9206823692304 0.366871196424395 21.2940831964501 1 0 0 0 0 0 83 0 0 106
5677 ind-5677 8.95163450188881 3.39911337617438 0.149001959496332 11.4433464295296 1 0 0 0 0 0 83 86 0 106
5678 ind-5678 8.1141933682241 2.62727476070326 0.42584326909159 24.1245027464769 1 0 0 0 0 0 83 0 68 0
5679 ind-5679 8.2356841949053 2.73706623325323 0.408077918042545 23.3070820458463 1 0 0 0 0 0 83 86 0 0
5680 ind-5680 9.31728783733092 3.74552716652464 0.100498177254287 9.7909183988929 1 0 0 0 0 0 83 173 102 0
5681 ind-5681 -10.5942767138514 4.9821503642373 0.0229210266536175 6.66777196688273 1 0 0 476 194 0 0 0 0 0
5682 ind-5682 -7.37247115724401 1.97848751762231 0.440114354989243 22.482741713459 1 0 0 36 0 40 0 0 0 0
5683 ind-5683 -9.5856648784848 4.00182504743137 0.0688843590541431 8.58376673403761 1 0 0 146 77 121 0 0 0 0
5684 ind-5684 -8.00587083932131 2.52874886259753 0.231080378982951 13.2590680510129 1 0 0 36 38 40 0 0 0 0
5685 ind-5685 -8.45742013579011 2.93796506727643 0.342801970212633 19.9046593860442 1 0 0 73 77 0 0 0 0 0
5686 ind-5686 -8.79851142036458 3.25435253165026 0.286802261364046 17.6965997124064 1 0 0 73 116 0 0 0 0 0
5687 ind-5687 -9.55677867272675 3.97414659756834 0.146153464947009 12.270118111042 1 0 0 110 0 242 0 0 0 0
5688 ind-5688 -11.4370562200265 5.81240610117613 0.000228608257948061 3.01594071025071 0.136472951393426 0 0 440 389 404 0 0 0 0
5689 ind-5689 -8.70217639410523 3.16471499697817 0.287363752248899 17.4845831620116 1 0 0 110 0 80 0 0 0 0
5690 ind-5690 -9.18802885831356 3.62181654639195 0.20974065189493 14.6510468078996 1 0 0 146 0 121 0 0 0 0
5691 ind-5691 -7.37886598120498 1.98354017930344 0.458964786737049 23.7805017842999 1 0 37 36 0 0 0 0 0 0
5692 ind-5692 -8.39410306051962 2.88000428985808 0.346070250904876 19.9292544374902 1 0 75 73 0 0 0 0 0 0
5693 ind-5693 -8.71512550616313 3.17665107272638 0.294081862770807 17.87248030933 1 0 75 110 0 0 0 0 0 0
5694 ind-5694 -8.98177408942014 3.42672665335641 0.246511385551523 16.0417664664151 1 0 75 0 0 161 0 0 0 0
5695 ind-5695 -8.76603554005832 3.22404397097739 0.290169013795091 17.7960779229893 1 0 0 110 77 0 0 0 0 0
5696 ind-5696 -9.19394564584889 3.62734488344469 0.215296204755185 14.9294840628797 1 0 75 183 0 0 0 0 0 0
5697 ind-5697 -8.96861939352245 3.41433556101286 0.251149023842267 16.2368705550335 1 0 0 73 0 161 0 0 0 0
5698 ind-5698 -8.98410861046757 3.42876000015589 0.251775236372467 16.3058074884152 1 0 113 110 0 0 0 0 0 0
5699 ind-5699 -9.25426939457539 3.68464336072287 0.203015683966054 14.4564760309511 1 0 0 146 116 0 0 0 0 0
5700 ind-5700 -9.7494684625454 4.15962472126026 0.0522548834956929 7.86877655513765 1 0 0 183 116 80 0 0 0 0
5701 ind-5701 -8.45742013141352 2.93796506727643 0.342780452098511 19.9034136103172 1 0 0 73 77 0 0 0 0 0
5702 ind-5702 -8.70688615825271 3.16916260081805 0.287025063565376 17.483522811309 1 0 0 73 0 121 0 0 0 0
5703 ind-5703 -9.42374708082341 3.84650784590769 0.0872398988900626 9.30433431332795 1 0 0 110 77 121 0 0 0 0
5704 ind-5704 -9.71015795395251 4.12179492172648 0.120370410293237 11.2720648863162 1 0 0 73 0 323 0 0 0 0
5705 ind-5705 -8.39410306119474 2.88000428985808 0.346091601454556 19.9304919370799 1 0 75 73 0 0 0 0 0 0
5706 ind-5706 -11.0516864869023 5.43190882934909 6.60532752181156e-05 2.44635818568735 0.0607910309590724 0 151 146 428 202 0 0 0 0
5707 ind-5707 -8.47613231750104 2.95517991232888 0.338522660442847 19.7033832833403 1 0 75 0 77 0 0 0 0 0
5708 ind-5708 -9.56594051560481 3.98284800140977 0.146632014317198 12.3108466870445 1 0 151 183 0 0 0 0 0 0
5709 ind-5709 -9.19600356195368 3.62934841110623 0.111340712432685 10.129280533429 1 0 75 110 0 80 0 0 0 0
5710 ind-5710 -8.39410306186971 2.88000428985808 0.346112948272914 19.9317292889605 1 0 75 73 0 0 0 0 0 0
5711 ind-5711 -9.99567355524523 4.39798361462989 0.0775450833787908 9.51085755153265 1 0 340 110 0 0 0 0 0 0
5712 ind-5712 -8.39410306254652 2.88000428985808 0.346134354874753 19.9329701749969 1 0 75 73 0 0 0 0 0 0
5713 ind-5713 -9.40280892235335 3.8265601389205 0.173438377254718 13.3133736950426 1 0 113 0 0 202 0 0 0 0
5714 ind-5714 -9.20645656429248 3.63938127464966 0.206080097709791 14.5126465579443 1 0 75 0 0 202 0 0 0 0
5715 ind-5715 -8.8133040828135 3.26819391819063 0.284844503206758 17.6240144155889 1 0 75 0 116 0 0 0 0 0
5716 ind-5716 -10.3114735486513 4.70544788805163 0.00353421206214149 4.08838560070206 0.591250044356687 0 75 256 77 161 0 0 0 0
5717 ind-5717 -9.01613304407605 3.45898085946574 0.13575350334073 10.9645253080687 1 0 0 73 77 80 0 0 0 0
5718 ind-5718 -10.8976201640125 5.28014146442279 0.00186952716556123 3.91279297510939 0.441320569399666 0 0 220 272 363 0 0 0 0
5719 ind-5719 -8.39410305987793 2.88000428985808 0.346049959437264 19.9280783869295 1 0 75 73 0 0 0 0 0 0
5720 ind-5720 -9.95288098470767 4.35644887889067 0.0361707862060598 7.09458459543781 1 0 75 0 272 80 0 0 0 0
5721 ind-5721 -9.61981073868672 4.03462505995774 0.140458478829923 12.09942075232 1 0 265 0 77 0 0 0 0 0
5722 ind-5722 -10.3439564917376 4.73717460075016 0.00273661749043631 3.9044010453494 0.527052178652884 0 151 110 155 161 0 0 0 0
5723 ind-5723 -8.39410305720905 2.88000428985808 0.34596557721601 19.923188435982 1 0 75 73 0 0 0 0 0 0
5724 ind-5724 -10.7800655019376 5.16453718115829 0.00291563825743793 4.18886402800416 0.540256761586871 0 265 0 272 242 0 0 0 0
5725 ind-5725 -9.21606176270615 3.64845031699924 0.203160343168094 14.3910398309918 1 0 151 0 0 121 0 0 0 0
5726 ind-5726 -10.1065732390473 4.50575168023087 0.0639606289861536 8.90740302602584 1 0 340 146 0 0 0 0 0 0
5727 ind-5727 -9.06605588361589 3.5060361158121 0.242218022738899 16.004241111053 1 0 113 0 116 0 0 0 0 0
5728 ind-5728 8.91632628517862 3.36594679443765 0.28147297610719 17.6809869697928 1 0 0 0 0 0 0 130 0 141
5729 ind-5729 8.31680400241068 2.81067044654409 0.395854791364931 22.7648777425672 1 0 0 0 0 0 0 0 68 106
5730 ind-5730 8.5734732025359 3.04627142239248 0.339808181817876 20.0593206213527 1 0 0 0 0 0 0 0 102 106
5731 ind-5731 8.09643995330303 2.611469071371 0.426373655624788 24.0885339996569 1 0 0 0 0 0 0 86 68 0
5732 ind-5732 9.76743238856591 4.17753606964675 0.0511526771273113 7.82358162529122 1 0 0 0 0 0 0 173 136 177
5733 ind-5733 8.11597316889643 2.6290149959283 0.425113819929347 24.0732225366009 1 0 0 0 0 0 0 86 0 70
5734 ind-5734 9.17472594190904 3.60997352859428 0.235285689342773 15.8748074182358 1 0 0 0 0 0 0 260 0 70
5735 ind-5735 8.11597316648062 2.6290149959283 0.425146724234935 24.0755331459806 1 0 0 0 0 0 0 86 0 70
5736 ind-5736 8.79130234502551 3.24874225728535 0.302758231351863 18.522912394719 1 0 0 0 0 0 0 0 136 106
5737 ind-5737 8.31680400365081 2.81067044654409 0.395877190266729 22.7663536368808 1 0 0 0 0 0 0 0 68 106
5738 ind-5738 9.15250246760094 3.58880301230752 0.237683302015065 15.9529340613492 1 0 0 0 0 0 0 0 170 141
5739 ind-5739 8.31680400489064 2.81067044654409 0.395899585078867 22.7678293594718 1 0 0 0 0 0 0 0 68 106
5740 ind-5740 8.39139673927101 2.87887753413238 0.377010761042307 21.7724998556942 1 0 0 0 0 0 0 86 102 0
5741 ind-5741 8.77922704110398 3.23746332874297 0.304253690402546 18.5884107143525 1 0 0 0 0 0 0 0 170 70
5742 ind-5742 8.46522122878173 2.94661559835396 0.360848093370316 20.9984716073928 1 0 0 0 0 0 0 130 0 70
5743 ind-5743 9.16183375943247 3.59765150813376 0.234893392227857 15.8343795491847 1 0 0 0 0 0 0 0 136 177
5744 ind-5744 9.29028366098155 3.71980295158967 0.105039300112706 9.9649124559249 1 0 0 0 0 0 0 216 68 70
5745 ind-5745 8.685703217943 3.15041413387656 0.321279042636734 19.2913361604286 1 0 0 0 0 0 0 130 102 0
5746 ind-5746 8.64963830837523 3.11688008735839 0.178196163086839 12.2187795038262 1 0 0 0 0 0 0 86 68 70
5747 ind-5747 7.98347116552998 2.51030974017882 0.434992811728904 24.3100490153574 1 0 0 0 0 0 0 0 68 70
5748 ind-5748 7.9834711634418 2.51030974017882 0.434961059895512 24.3077866913249 1 0 0 0 0 0 0 0 68 70
5749 ind-5749 8.11597316406537 2.6290149959283 0.425179623871462 24.0778436690348 1 0 0 0 0 0 0 86 0 70
5750 ind-5750 8.11597316165068 2.6290149959283 0.425212518839956 24.0801541057773 1 0 0 0 0 0 0 86 0 70
5751 ind-5751 8.88552571914899 3.33700913391161 0.287833489275852 17.9477468548378 1 0 0 0 0 0 0 86 0 177
5752 ind-5752 8.80928946619312 3.26555440137706 0.301819481871562 18.5201871234313 1 0 0 0 0 0 0 0 68 177
5753 ind-5753 -9.84435039699886 4.25137857557934 0.0964791037664117 10.2904095177816 1 0 0 220 0 202 0 0 0 0
5754 ind-5754 -10.5543305381886 4.94302269894041 0.024093182397418 6.7336905370812 1 0 0 256 0 444 0 0 0 0
5755 ind-5755 -9.28275567258589 3.71175429318103 0.19903698224169 14.3179104858638 1 0 0 110 155 0 0 0 0 0
5756 ind-5756 -8.97068284490015 3.41623649870296 0.249573699820897 16.17029800067 1 0 0 110 0 121 0 0 0 0
5757 ind-5757 -9.23592142088235 3.66728299882523 0.106160159264411 9.94592748916432 1 0 0 73 77 121 0 0 0 0
5758 ind-5758 8.13348958586443 2.64463286888913 0.419868333374479 23.7789566219652 1 0 0 0 0 0 83 0 0 70
