ind logFC logCPM PValue twd PValue_fdr Decide_test August_1m August_2m August_3m August_4m December_1m December_2m December_3m December_4m
13595 ind-13595 -7.53991086993184 2.1200107663726 0.617527050241049 40.4557291145105 1 0 0 0 77 0 0 0 0 0
13596 ind-13596 -1.85463219316449 4.8483445629193 0.601935099401462 7.5085889441972 1 0 265 110 0 121 166 0 0 0
13597 ind-13597 7.54894340391942 2.13025168859109 0.70116711715989 55.5507316117423 1 0 0 0 0 0 0 0 102 0
13598 ind-13598 -7.9798271833477 2.50604518717206 0.550649445455543 34.5212506175666 1 0 0 0 0 121 0 0 0 0
13599 ind-13599 -7.41787366676111 2.01650556324904 0.620814103143976 40.1263137283653 1 0 75 0 0 0 0 0 0 0
13600 ind-13600 -2.42394104511363 4.05075719074389 0.607752611134723 10.9856706415863 1 0 75 110 0 121 0 0 68 0
13601 ind-13601 -7.3858565686686 1.99020127468281 0.61374823187545 39.0418350813963 1 0 0 0 0 80 0 0 0 0
13602 ind-13602 7.83258372941662 2.37671356476853 0.668817164498712 50.9444179305922 1 0 0 0 0 0 124 0 0 0
13603 ind-13603 -7.37863068224299 1.98333634643555 0.642808495257108 43.1970604928382 1 0 0 73 0 0 0 0 0 0
13604 ind-13604 1.60938622881795 5.10258103550112 0.621573270547632 6.654032772955 1 0 0 183 0 0 0 260 307 141
13605 ind-13605 7.2565493512933 1.88328594999726 0.771486561537045 73.4273439141376 1 0 0 0 0 0 83 0 0 0
13606 ind-13606 7.01020118634646 1.68165063991943 0.808857859055337 87.1464543134549 1 0 0 0 0 0 0 0 0 70
13607 ind-13607 1.44302298186391 3.70137828330345 0.826220865609353 17.4860885892334 1 0 0 73 0 0 124 130 0 0
13608 ind-13608 7.5489434028319 2.13025168859109 0.701146853163023 55.5460664606511 1 0 0 0 0 0 0 0 102 0
13609 ind-13609 -7.53991085193081 2.1200107663726 0.617482106765866 40.4493640945043 1 0 0 0 77 0 0 0 0 0
13610 ind-13610 7.01020118142771 1.68165063991943 0.808792013195572 87.1122730891977 1 0 0 0 0 0 0 0 0 70
13611 ind-13611 6.96783649190522 1.64761630766568 0.929752905113231 255.84668786918 1 0 0 0 0 0 0 0 68 0
13612 ind-13612 6.967836480027 1.64761630766568 0.929562853798282 255.124895569094 1 0 0 0 0 0 0 0 68 0
13613 ind-13613 0.188355451064582 3.6555999319362 0.978131769899063 18.4492635472443 1 0 0 0 116 0 0 0 68 106
13614 ind-13614 -8.12852858871403 2.63832659579893 0.568823825664075 37.332218009686 1 0 0 0 116 0 0 0 0 0
13615 ind-13615 0.851603712767847 3.46769444962256 0.907923197845507 20.0366943401986 1 0 0 0 77 0 0 86 102 0
13616 ind-13616 7.25654935460461 1.88328594999726 0.771532447227117 73.4446102469914 1 0 0 0 0 0 83 0 0 0
13617 ind-13617 1.14091187752331 4.06014566074828 0.80672342037055 11.1952763624472 1 0 0 110 0 0 0 173 68 70
13618 ind-13618 -0.374820345684 3.25772999741518 0.971607317624787 30.6220351405258 1 0 0 0 0 121 0 0 0 106
13619 ind-13619 7.01020117651235 1.68165063991943 0.808726219134701 87.0781421777865 1 0 0 0 0 0 0 0 0 70
13620 ind-13620 -7.37863068230963 1.98333634643555 0.642810350388711 43.1973540918222 1 0 0 73 0 0 0 0 0 0
13621 ind-13621 7.25654935791636 1.88328594999726 0.77157834225757 73.461886995736 1 0 0 0 0 0 83 0 0 0
13622 ind-13622 7.81701242276639 2.36337807495435 0.668926532232676 50.7816760930706 1 0 0 0 0 0 0 130 0 0
13623 ind-13623 -1.71566474410357 3.54482140648011 0.808327448530387 18.9416204522122 1 0 113 0 0 80 0 0 0 70
13624 ind-13624 -8.0063969519906 2.52918062155122 0.566392952819892 36.4282369697598 1 0 113 0 0 0 0 0 0 0
13625 ind-13625 -8.42321123515928 2.90668557291036 0.504448146821986 31.7898683077228 1 0 151 0 0 0 0 0 0 0
13626 ind-13626 1.34721619123774 3.64238043178249 0.796883430675881 12.934788488695 1 0 0 0 0 80 83 86 68 0
13627 ind-13627 7.81701242601732 2.36337807495435 0.668904231173151 50.7773264170079 1 0 0 0 0 0 0 130 0 0
13628 ind-13628 -2.16935144329986 4.40855825706307 0.599042766828536 9.26340578042622 1 0 113 73 0 202 0 0 102 0
13629 ind-13629 -1.75485190600473 3.53324865640132 0.804382959308137 18.9660077341658 1 0 75 0 0 121 0 0 68 0
13630 ind-13630 8.34174503578467 2.83340075036901 0.612509287473763 44.5106815419995 1 0 0 0 0 0 0 0 0 177
13631 ind-13631 6.96783646817302 1.64761630766568 0.929373237240804 254.408624211073 1 0 0 0 0 0 0 0 68 0
13632 ind-13632 -7.41787366602562 2.01650556324904 0.620794973403102 40.1236079665994 1 0 75 0 0 0 0 0 0 0
13633 ind-13633 -7.38585658140502 1.99020127468281 0.61372450233272 39.0386056768431 1 0 0 0 0 80 0 0 0 0
13634 ind-13634 8.0148247868756 2.53825061772506 0.66108838695844 50.7150415516639 1 0 0 0 0 0 0 0 0 141
13635 ind-13635 7.60503139747595 2.17847675849431 0.684505566121739 52.3810256079963 1 0 0 0 0 0 0 0 0 106
13636 ind-13636 1.444451319625 4.28078087660592 0.782275304260847 13.0057562499176 1 0 0 0 0 121 0 173 0 212
13637 ind-13637 7.2241809410666 1.85693017734208 0.769857859878151 72.6071555229389 1 0 0 0 0 0 0 86 0 0
13638 ind-13638 -0.485093636633908 4.26918689662976 0.929153215621767 13.8219611692801 1 0 75 0 155 0 0 0 0 212
13639 ind-13639 -7.37863068237627 1.98333634643555 0.642812205492806 43.1976476894482 1 0 0 73 0 0 0 0 0 0
13640 ind-13640 0.163059463221033 2.94646223071825 0.990834050695843 34.6404449232384 1 0 0 0 0 80 0 0 102 0
13641 ind-13641 7.22418094562718 1.85693017734208 0.769835446766779 72.5988654815491 1 0 0 0 0 0 0 86 0 0
13642 ind-13642 -0.529726591607952 2.78951988493177 0.970240396979392 41.6223176201725 1 0 0 0 77 0 0 0 0 70
13643 ind-13643 -1.07741105072216 4.3803190407287 0.835769052308246 12.8970704137412 1 0 0 220 77 0 0 0 0 177
13644 ind-13644 0.255764575812802 3.54906805932476 0.971765277126411 18.7612927378798 1 0 0 0 0 121 83 86 0 0
13645 ind-13645 -7.97982719601561 2.50604518717206 0.550615035170222 34.5174706038807 1 0 0 0 0 121 0 0 0 0
13646 ind-13646 8.25182740175623 2.75157486445353 0.635455358938016 47.6613610369984 1 0 0 0 0 0 166 0 0 0
13647 ind-13647 -0.161644261327406 2.79748110423286 0.990503116065112 37.6496365443139 1 0 0 0 0 80 0 86 0 0
13648 ind-13648 1.55364706316279 4.50310466242652 0.64040275675785 6.88464345531092 1 0 0 0 116 0 83 130 102 141
13649 ind-13649 6.96783645634311 1.64761630766568 0.929184052237333 253.69780425989 1 0 0 0 0 0 0 0 68 0
13650 ind-13650 0.399159684130678 3.09598001231142 0.972616981249903 33.8842212599832 1 0 75 0 0 0 0 130 0 0
13651 ind-13651 -0.585584752937676 4.1237479594745 0.91690987039737 14.458320226039 1 0 0 0 0 242 0 86 102 0
13652 ind-13652 -7.3786306824429 1.98333634643555 0.642814060569393 43.1979412857164 1 0 0 73 0 0 0 0 0 0
13653 ind-13653 -1.03858701381029 3.04676896680667 0.929166452860539 34.34594863818 1 0 113 0 0 0 0 0 68 0
13654 ind-13654 7.25654936122855 1.88328594999726 0.771624246634254 73.4791741709541 1 0 0 0 0 0 83 0 0 0
13655 ind-13655 -7.41787366529019 2.01650556324904 0.620775846023653 40.120902806012 1 0 75 0 0 0 0 0 0 0
13656 ind-13656 1.21358981889174 4.10874951178191 0.790508639287899 10.865852026458 1 0 0 110 0 0 124 130 0 70
13657 ind-13657 1.41028410268616 4.65599161158394 0.70692647943178 8.22772616920398 1 0 0 0 0 161 0 260 136 106
13658 ind-13658 7.22418095018572 1.85693017734208 0.769813044465922 72.5905810429565 1 0 0 0 0 0 0 86 0 0
13659 ind-13659 7.22418095474221 1.85693017734208 0.769790652967221 72.5823022012804 1 0 0 0 0 0 0 86 0 0
13660 ind-13660 -8.12852858737669 2.63832659579893 0.568818840275256 37.3316138646802 1 0 0 0 116 0 0 0 0 0
13661 ind-13661 7.83258373119858 2.37671356476853 0.668851171979339 50.9510702618603 1 0 0 0 0 0 124 0 0 0
13662 ind-13662 9.03415273323007 3.47698962341468 0.435693587048315 28.0815718876 1 0 0 0 0 0 0 303 0 0
13663 ind-13663 0.882133259988781 3.37122984392178 0.904652963338867 20.3292379915182 1 0 75 0 0 0 0 0 102 70
13664 ind-13664 8.22767389434589 2.72996128513547 0.639840406471741 48.2335462940105 1 0 0 0 0 0 0 173 0 0
13665 ind-13665 -0.407686768129108 2.72518656083483 0.977776197134963 41.1140264070827 1 0 75 0 0 0 0 0 0 70
13666 ind-13666 0.0909417532684263 3.84171165071751 0.989252379224488 16.9436150535909 1 0 0 146 0 0 0 130 0 70
13667 ind-13667 -8.42321123515847 2.90668557291036 0.504448107604221 31.7898645294779 1 0 151 0 0 0 0 0 0 0
13668 ind-13668 7.25654936454119 1.88328594999726 0.771670160363019 73.4964717832426 1 0 0 0 0 0 83 0 0 0
13669 ind-13669 -0.401373386906962 3.27167222071702 0.970722689078586 31.7020484684857 1 0 113 0 0 0 0 0 0 106
13670 ind-13670 -7.38585659414019 1.99020127468281 0.613700776183533 39.035377121963 1 0 0 0 0 80 0 0 0 0
13671 ind-13671 -8.39044134353224 2.87708795247917 0.498140838878579 31.0461031812269 1 0 0 0 0 161 0 0 0 0
13672 ind-13672 2.81374005794172 4.77572898865112 0.356593474964395 5.71232658588697 1 0 0 73 0 0 83 260 170 141
13673 ind-13673 -8.39044135452162 2.87708795247917 0.498103246100017 31.0425824841529 1 0 0 0 0 161 0 0 0 0
13674 ind-13674 7.83258373298073 2.37671356476853 0.668885185269507 50.9577250763446 1 0 0 0 0 0 124 0 0 0
13675 ind-13675 7.01020117160037 1.68165063991943 0.808660476798311 87.0440614612214 1 0 0 0 0 0 0 0 0 70
13676 ind-13676 8.54697575641724 3.02200683457347 0.55180067532149 37.4032202463664 1 0 0 0 0 0 0 216 0 0
13677 ind-13677 -0.490480956771105 3.96481054747067 0.936250241248573 16.1259424549812 1 0 0 0 77 121 0 0 170 0
13678 ind-13678 0.385010797404119 3.64236786724327 0.95535597159002 18.2883067847871 1 0 113 0 0 0 0 86 102 0
13679 ind-13679 7.83258373476308 2.37671356476853 0.668919204372166 50.9643823757294 1 0 0 0 0 0 124 0 0 0
13680 ind-13680 7.25654936785426 1.88328594999726 0.771716083449725 73.5137798432142 1 0 0 0 0 0 83 0 0 0
13681 ind-13681 7.01020116669177 1.68165063991943 0.808594786112159 87.010030821887 1 0 0 0 0 0 0 0 0 70
13682 ind-13682 7.605031393445 2.17847675849431 0.684432442810332 52.365777988673 1 0 0 0 0 0 0 0 0 106
13683 ind-13683 -7.37863068250954 1.98333634643555 0.642815915618474 43.1982348806265 1 0 0 73 0 0 0 0 0 0
13684 ind-13684 7.25654937116778 1.88328594999726 0.77176201590024 73.5310983614971 1 0 0 0 0 0 83 0 0 0
13685 ind-13685 -7.37863068257617 1.98333634643555 0.642817770640048 43.1985284741788 1 0 0 73 0 0 0 0 0 0
13686 ind-13686 1.7487795416637 5.20699576253083 0.511971567349961 4.85194889973105 1 0 0 183 0 0 208 260 204 106
13687 ind-13687 -8.96436570690507 3.4101553318989 0.400697733412873 25.1721813303091 1 0 0 220 0 0 0 0 0 0
13688 ind-13688 -7.3786306826428 1.98333634643555 0.642819625634117 43.1988220663733 1 0 0 73 0 0 0 0 0 0
13689 ind-13689 0.43864279397361 3.63423479244622 0.949342837628326 18.3330357818843 1 0 0 110 0 0 83 0 102 0
13690 ind-13690 7.01020116178655 1.68165063991943 0.808529147002178 86.9760501425535 1 0 0 0 0 0 0 0 0 70
13691 ind-13691 -8.12852858603941 2.63832659579893 0.568813855182676 37.3310097690964 1 0 0 0 116 0 0 0 0 0
13692 ind-13692 -0.430908372798523 3.23510274244517 0.967022217794826 30.7559365129789 1 0 0 0 0 121 0 0 102 0
13693 ind-13693 -0.194556693041487 5.17221951687453 0.959609486898488 8.49379063567715 1 0 416 0 0 0 0 0 204 247
13694 ind-13694 6.96783644453707 1.64761630766568 0.928995295633105 252.992367431221 1 0 0 0 0 0 0 0 68 0
13695 ind-13695 8.22767389910221 2.72996128513547 0.639796693756182 48.2259254777966 1 0 0 0 0 0 0 173 0 0
13696 ind-13696 -7.53991083392754 2.1200107663726 0.617437161493058 40.4430002829717 1 0 0 0 77 0 0 0 0 0
13697 ind-13697 1.55263479259426 3.93300194740381 0.749448580167016 11.7701580742413 1 0 0 0 77 0 124 0 68 106
13698 ind-13698 0.465418498856306 4.05457948957029 0.935698558754619 14.9596562227283 1 0 0 0 0 161 83 0 170 0
13699 ind-13699 7.60503138941401 2.17847675849431 0.684359327736488 52.3505390606952 1 0 0 0 0 0 0 0 0 106
13700 ind-13700 -7.53991081592202 2.1200107663726 0.617392214422893 40.4366376796069 1 0 0 0 77 0 0 0 0 0
13701 ind-13701 -8.1285285847022 2.63832659579893 0.568808870386308 37.3304057229285 1 0 0 0 116 0 0 0 0 0
13702 ind-13702 7.83258373654563 2.37671356476853 0.668953229290265 50.9710421616999 1 0 0 0 0 0 124 0 0 0
13703 ind-13703 1.82261101129649 4.13138681076218 0.689672319718046 10.7035878120265 1 0 0 0 77 0 208 86 0 70
13704 ind-13704 -0.283369421994412 2.88664059368319 0.98261383100323 38.8929071471024 1 0 0 0 77 0 83 0 0 0
13705 ind-13705 6.96783643275474 1.64761630766568 0.928806964320987 252.292246662104 1 0 0 0 0 0 0 0 68 0
13706 ind-13706 0.170307743510422 2.94315500691092 0.990069599256353 36.4061824866937 1 0 0 73 0 0 0 0 102 0
13707 ind-13707 1.41404875047388 4.96063550798222 0.679995074134815 7.22374777567338 1 0 0 183 0 0 333 216 68 0
13708 ind-13708 -0.374820386271421 3.25772999741518 0.97160087504239 30.6139682002946 1 0 0 0 0 121 0 0 0 106
13709 ind-13709 7.22418095929667 1.85693017734208 0.769768272262325 72.5740289506476 1 0 0 0 0 0 0 86 0 0
13710 ind-13710 6.96783642099594 1.64761630766568 0.928619055240429 251.597376082244 1 0 0 0 0 0 0 0 68 0
13711 ind-13711 -7.96724897935388 2.49428042628376 0.57035813607707 36.7223727812703 1 0 0 110 0 0 0 0 0 0
13712 ind-13712 0.754866295927086 3.25804396053052 0.921237335279012 21.0809691178181 1 0 0 73 0 0 83 0 0 70
13713 ind-13713 7.0102011568847 1.68165063991943 0.808463559394472 86.9421193063734 1 0 0 0 0 0 0 0 0 70
13714 ind-13714 -7.37863068270943 1.98333634643555 0.642821480600682 43.1991156572101 1 0 0 73 0 0 0 0 0 0
13715 ind-13715 7.81701242926899 2.36337807495435 0.668881925883998 50.7729764934844 1 0 0 0 0 0 0 130 0 0
13716 ind-13716 7.60503138538298 2.17847675849431 0.684286220894413 52.3353088156403 1 0 0 0 0 0 0 0 0 106
13717 ind-13717 7.22418096384909 1.85693017734208 0.769745902342889 72.5657612851941 1 0 0 0 0 0 0 86 0 0
13718 ind-13718 7.22418096839947 1.85693017734208 0.769723543200583 72.5574991990642 1 0 0 0 0 0 0 86 0 0
13719 ind-13719 1.07129314004554 3.45260416281117 0.882260633900841 19.7427432484696 1 0 0 73 0 0 0 130 68 0
13720 ind-13720 7.22418097294782 1.85693017734208 0.769701194827083 72.5492426864107 1 0 0 0 0 0 0 86 0 0
13721 ind-13721 7.8170124325214 2.36337807495435 0.668859616364555 50.7686263225825 1 0 0 0 0 0 0 130 0 0
13722 ind-13722 6.96783640926051 1.64761630766568 0.928431565376454 250.907690986168 1 0 0 0 0 0 0 0 68 0
13723 ind-13723 6.96783639754826 1.64761630766568 0.928244491758668 250.223127806171 1 0 0 0 0 0 0 0 68 0
13724 ind-13724 1.8650327522078 4.00813950223007 0.75246993583046 15.1576293039923 1 0 0 73 0 0 208 130 0 0
13725 ind-13725 1.97022177055222 4.09559443784496 0.66593711279111 10.625160050272 1 0 0 0 0 80 0 86 136 141
13726 ind-13726 6.96783638585905 1.64761630766568 0.928057831460302 249.543624086065 1 0 0 0 0 0 0 0 68 0
13727 ind-13727 7.01020115198622 1.68165063991943 0.808398023215316 86.9082381968806 1 0 0 0 0 0 0 0 0 70
13728 ind-13728 -8.0063969512762 2.52918062155122 0.56636542384677 36.4249875491995 1 0 113 0 0 0 0 0 0 0
13729 ind-13729 7.0102011470911 1.68165063991943 0.80833253839116 86.8744066979888 1 0 0 0 0 0 0 0 0 70
13730 ind-13730 8.01482478776461 2.53825061772506 0.661110246609468 50.7192243647082 1 0 0 0 0 0 0 0 0 141
13731 ind-13731 7.22418097749413 1.85693017734208 0.769678857214071 72.5409917413941 1 0 0 0 0 0 0 86 0 0
13732 ind-13732 -7.96724897990084 2.49428042628376 0.570379979279598 36.7249859269708 1 0 0 110 0 0 0 0 0 0
13733 ind-13733 -0.430908394147733 3.23510274244517 0.967018258608158 30.7516502003849 1 0 0 0 0 121 0 0 102 0
13734 ind-13734 7.54894340174466 2.13025168859109 0.701126594862904 55.5414032464585 1 0 0 0 0 0 0 0 102 0
13735 ind-13735 6.9678363741927 1.64761630766568 0.927871581597282 248.869118455668 1 0 0 0 0 0 0 0 68 0
13736 ind-13736 -1.25094383179547 4.4970082572333 0.799695009928139 12.0371626443516 1 0 0 0 77 282 0 0 0 177
13737 ind-13737 -7.38585660687411 1.99020127468281 0.613677053426914 39.0321494163848 1 0 0 0 0 80 0 0 0 0
13738 ind-13738 -8.12852858336506 2.63832659579893 0.568803885886128 37.3298017261705 1 0 0 0 116 0 0 0 0 0
13739 ind-13739 -1.51678007211958 3.63641494246814 0.823872616349238 18.404702997518 1 0 0 0 77 121 83 0 0 0
13740 ind-13740 2.43398315211476 4.4571464640908 0.545265747593478 8.81432287409297 1 0 0 73 0 0 124 173 204 0
13741 ind-13741 -8.96436570609009 3.4101553318989 0.400647335974937 25.1685387390744 1 0 0 220 0 0 0 0 0 0
13742 ind-13742 -1.41012351214926 3.28951027285279 0.853412072512458 20.9093611699943 1 0 0 73 0 80 0 0 68 0
13743 ind-13743 -2.24610618688281 3.94866673121352 0.649107539601984 11.7134347328168 1 0 0 73 116 80 0 0 0 70
13744 ind-13744 0.691899651348086 6.88584477227207 0.820059685741161 6.14718510905949 1 0 0 990 0 0 999 1040 0 0
13745 ind-13745 2.84227045078887 4.83860763521276 0.422873893500451 7.20288925021138 1 0 75 0 0 0 166 173 341 0
13746 ind-13746 7.01020114219934 1.68165063991943 0.808267104848621 86.8406246939892 1 0 0 0 0 0 0 0 0 70
13747 ind-13747 -2.02246617088319 3.97957658845978 0.677970211370885 11.6154761906855 1 0 75 0 77 121 0 86 0 0
13748 ind-13748 8.57627104980469 3.0488429743266 0.537956514587788 35.953891863883 1 0 0 0 0 0 208 0 0 0
13749 ind-13749 6.96783636254905 1.64761630766568 0.927685739327316 248.19955060601 1 0 0 0 0 0 0 0 68 0
13750 ind-13750 7.22418098203841 1.85693017734208 0.769656530353245 72.5327463581839 1 0 0 0 0 0 0 86 0 0
13751 ind-13751 7.22418098658066 1.85693017734208 0.769634214236307 72.5245065309583 1 0 0 0 0 0 0 86 0 0
13752 ind-13752 6.96783635092795 1.64761630766568 0.92750030184902 247.534861265286 1 0 0 0 0 0 0 0 68 0
13753 ind-13753 -1.76313045763568 3.579466681651 0.80328096373195 18.9482881979486 1 0 0 0 77 121 0 0 0 70
13754 ind-13754 7.25654937448174 1.88328594999726 0.771807957720436 73.5484273487345 1 0 0 0 0 0 83 0 0 0
13755 ind-13755 -7.37863068277606 1.98333634643555 0.642823335539743 43.199409246689 1 0 0 73 0 0 0 0 0 0
13756 ind-13756 6.96783633932924 1.64761630766568 0.927315266401051 246.874992175416 1 0 0 0 0 0 0 0 68 0
13757 ind-13757 8.28282785423587 2.77974184462632 0.630362647543838 46.9795053331678 1 0 0 0 0 0 0 0 170 0
13758 ind-13758 7.22418099112088 1.85693017734208 0.76961190885497 72.5162722539029 1 0 0 0 0 0 0 86 0 0
13759 ind-13759 7.60503138135189 2.17847675849431 0.684213122278326 52.3200872450984 1 0 0 0 0 0 0 0 0 106
13760 ind-13760 7.81701243577455 2.36337807495435 0.668837302614168 50.7642759043861 1 0 0 0 0 0 0 130 0 0
13761 ind-13761 7.01020113731093 1.68165063991943 0.808201722514488 86.8068920695497 1 0 0 0 0 0 0 0 0 70
13762 ind-13762 0.574129813312831 3.74737856680359 0.929678069413146 17.4404125473736 1 0 113 0 0 0 0 0 68 141
13763 ind-13763 1.28536424842168 4.8700551513606 0.664871074469784 5.82641092576324 1 0 0 183 0 0 83 130 136 212
13764 ind-13764 1.64176131562615 3.88037807384958 0.84068307935175 22.897850746515 1 0 75 0 0 0 291 0 0 0
13765 ind-13765 7.22418099565907 1.85693017734208 0.769589614200955 72.5080435212124 1 0 0 0 0 0 0 86 0 0
13766 ind-13766 7.22418100019524 1.85693017734208 0.769567330265995 72.4998203270897 1 0 0 0 0 0 0 86 0 0
13767 ind-13767 9.05962895383433 3.50088689653187 0.427390370451116 27.4912654082525 1 0 0 0 0 0 291 0 0 0
13768 ind-13768 -7.53991079791427 2.1200107663726 0.617347265555637 40.4302762841038 1 0 0 0 77 0 0 0 0 0
13769 ind-13769 2.66516619675389 4.80654990517779 0.377321958387964 5.64685129046639 1 0 0 0 77 0 208 130 102 212
13770 ind-13770 7.01020113242587 1.68165063991943 0.808136391315718 86.7732087097135 1 0 0 0 0 0 0 0 0 70
13771 ind-13771 7.54894340065769 2.13025168859109 0.701106342256973 55.5367419679205 1 0 0 0 0 0 0 0 102 0
13772 ind-13772 7.22418100472938 1.85693017734208 0.76954505704183 72.4916026657458 1 0 0 0 0 0 0 86 0 0
13773 ind-13773 0.507736889277811 3.82645433765059 0.937115553062024 17.1722850932511 1 0 0 0 116 0 0 86 136 0
13774 ind-13774 7.01020112754415 1.68165063991943 0.808071111179442 86.7395744998965 1 0 0 0 0 0 0 0 0 70
13775 ind-13775 11.9162976243389 6.28728738282773 0.00737279761648453 5.80303901203901 0.859819119126123 0 0 0 0 0 0 0 2116 0
13776 ind-13776 -7.37863068284269 1.98333634643555 0.642825190451302 43.1997028348104 1 0 0 73 0 0 0 0 0 0
13777 ind-13777 -0.315695493996612 2.87341348161641 0.981814645681792 39.8743756165773 1 0 0 0 77 0 0 86 0 0
13778 ind-13778 7.2241810092615 1.85693017734208 0.769522794520207 72.4833905314002 1 0 0 0 0 0 0 86 0 0
13779 ind-13779 1.30321898887021 4.92844765248991 0.65588750945534 5.68666833025578 1 0 189 0 0 0 166 216 68 141
13780 ind-13780 7.54894339957098 2.13025168859109 0.701086095342671 55.532082623794 1 0 0 0 0 0 0 0 102 0
13781 ind-13781 7.01020112266578 1.68165063991943 0.808005882032952 86.7059893258863 1 0 0 0 0 0 0 0 0 70
13782 ind-13782 -8.12852858202798 2.63832659579893 0.568798901682111 37.3291977788168 1 0 0 0 116 0 0 0 0 0
13783 ind-13783 8.22767389765334 2.72996128513547 0.63981000914969 48.2282466734181 1 0 0 0 0 0 0 173 0 0
13784 ind-13784 -0.58510141736356 3.85667950164821 0.926609921078672 16.8158196472511 1 0 0 183 0 0 83 0 68 0
13785 ind-13785 7.54894339848455 2.13025168859109 0.701065854117441 55.5274252128371 1 0 0 0 0 0 0 0 102 0
13786 ind-13786 6.96783632775276 1.64761630766568 0.927130630261277 246.219886069337 1 0 0 0 0 0 0 0 68 0
13787 ind-13787 -8.12852858069097 2.63832659579893 0.568793917774218 37.3285938808596 1 0 0 0 116 0 0 0 0 0
13788 ind-13788 1.19449421611786 3.53968096058882 0.863214765245061 18.6200465159704 1 0 0 0 0 80 0 0 68 141
13789 ind-13789 -7.96724898044773 2.49428042628376 0.57040182053586 36.727599097185 1 0 0 110 0 0 0 0 0 0
13790 ind-13790 -7.96724898099455 2.49428042628376 0.570423659846265 36.7302122919331 1 0 0 110 0 0 0 0 0 0
13791 ind-13791 7.54894339739838 2.13025168859109 0.701045618578728 55.5227697338089 1 0 0 0 0 0 0 0 102 0
13792 ind-13792 7.2241810137916 1.85693017734208 0.769500542692887 72.4751839182806 1 0 0 0 0 0 0 86 0 0
13793 ind-13793 7.01020111779074 1.68165063991943 0.807940703803714 86.6724530738411 1 0 0 0 0 0 0 0 0 70
13794 ind-13794 -7.53991077990428 2.1200107663726 0.617302314891557 40.4239160961568 1 0 0 0 77 0 0 0 0 0
13795 ind-13795 -7.53991076189204 2.1200107663726 0.61725736243092 40.4175571154599 1 0 0 0 77 0 0 0 0 0
13796 ind-13796 -7.38585661960679 1.99020127468281 0.613653334061887 39.0289225597379 1 0 0 0 0 80 0 0 0 0
13797 ind-13797 1.19485398572137 3.53288911617958 0.864361811074274 19.0096737891438 1 0 0 73 0 0 0 0 102 106
13798 ind-13798 -0.770564175223448 4.12872663531313 0.892609871918881 14.6714072001916 1 0 0 0 116 121 0 0 170 0
13799 ind-13799 7.54894339631248 2.13025168859109 0.70102538872398 55.5181161854697 1 0 0 0 0 0 0 0 102 0
13800 ind-13800 0.446688515081255 3.09157898005759 0.96846316326876 32.5124765800462 1 0 0 0 0 80 124 0 0 0
13801 ind-13801 8.25182740061599 2.75157486445353 0.635426248076864 47.6563867667848 1 0 0 0 0 0 166 0 0 0
13802 ind-13802 -0.523491290095699 3.337988747291 0.961612075757853 31.5945525054482 1 0 0 0 116 0 0 0 0 106
13803 ind-13803 8.82124582693025 3.27673055271752 0.485915368846722 31.6672853676037 1 0 0 0 0 0 0 0 0 247
13804 ind-13804 0.170307742571472 2.94315500691092 0.990068589228646 36.4019698375866 1 0 0 73 0 0 0 0 102 0
13805 ind-13805 6.96783631619837 1.64761630766568 0.926946390745964 245.569486648876 1 0 0 0 0 0 0 0 68 0
13806 ind-13806 7.25654937779614 1.88328594999726 0.771853908916192 73.5657668155855 1 0 0 0 0 0 83 0 0 0
13807 ind-13807 -7.96724898154129 2.49428042628376 0.570445497211225 36.7328255112353 1 0 0 110 0 0 0 0 0 0
13808 ind-13808 7.54894339522685 2.13025168859109 0.701005164550643 55.5134645665809 1 0 0 0 0 0 0 0 102 0
13809 ind-13809 -0.529726579124883 2.78951988493177 0.970236505587981 41.6162047847065 1 0 0 0 77 0 0 0 0 70
13810 ind-13810 7.83258373832838 2.37671356476853 0.668987260026754 50.9777044359429 1 0 0 0 0 0 124 0 0 0
13811 ind-13811 6.96783630466592 1.64761630766568 0.926762545208981 244.923738563257 1 0 0 0 0 0 0 0 68 0
13812 ind-13812 1.77526912250181 4.66729984975941 0.573147540891838 6.305061158841 1 0 0 0 116 0 83 173 136 141
13813 ind-13813 -7.96724898208796 2.49428042628376 0.570467332631156 36.7354387551124 1 0 0 110 0 0 0 0 0 0
13814 ind-13814 7.01020111291903 1.68165063991943 0.807875576419359 86.6389656302868 1 0 0 0 0 0 0 0 0 70
13815 ind-13815 -7.53991074387756 2.1200107663726 0.617212408173994 40.4111993417078 1 0 0 0 77 0 0 0 0 0
13816 ind-13816 7.83258374011155 2.37671356476853 0.669021300642477 50.9843699948108 1 0 0 0 0 0 124 0 0 0
13817 ind-13817 -2.32321822258878 4.58681975924601 0.625939734699261 11.2394584165068 1 0 265 0 155 0 0 0 0 106
13818 ind-13818 -0.728323557217178 3.65639594004325 0.936974118854619 26.6661510981098 1 0 0 0 155 0 0 130 0 0
13819 ind-13819 7.25654938111099 1.88328594999726 0.771899869493394 73.5831167727235 1 0 0 0 0 0 83 0 0 0
13820 ind-13820 7.25654938442627 1.88328594999726 0.771945839457935 73.6004772308391 1 0 0 0 0 0 83 0 0 0
13821 ind-13821 7.01020110805066 1.68165063991943 0.807810499807684 86.6055268821171 1 0 0 0 0 0 0 0 0 70
