August_1m	August_2m	August_3m	August_4m	December_1m	December_2m	December_3m	December_4m	August_1t	August_2t	August_3t	August_4t	December_1t	December_2t	December_3t	December_4t
454.0	733.0	506.0	687.0	1665.0	1561.0	1808.0	1982.0	1174.0	1192.0	1285.0	1294.0	3604.0	3622.0	3432.0	3224.0
303.0	366.0	350.0	444.0	374.0	216.0	375.0	495.0	1570.0	1574.0	1518.0	2179.0	1622.0	1298.0	1584.0	2529.0
1742.0	1797.0	1870.0	2546.0	1457.0	1170.0	1945.0	1274.0	5621.0	6512.0	6704.0	6995.0	3992.0	4574.0	5526.0	4165.0
113.0	183.0	77.0	80.0	291.0	130.0	238.0	177.0	4941.0	4473.0	4329.0	4490.0	8095.0	6505.0	8238.0	7081.0
113.0	366.0	350.0	242.0	249.0	520.0	68.0	601.0	1578.0	2145.0	2369.0	2500.0	4029.0	3192.0	3102.0	3479.0
606.0	366.0	350.0	121.0	249.0	433.0	238.0	495.0	23314.0	16674.0	20630.0	15157.0	20816.0	16062.0	19908.0	15491.0
1288.0	1614.0	857.0	1414.0	1165.0	1257.0	1365.0	920.0	4824.0	5643.0	4512.0	4929.0	4239.0	4507.0	4675.0	4073.0
151.0	256.0	116.0	80.0	333.0	260.0	273.0	70.0	8914.0	7552.0	9742.0	7348.0	11102.0	10408.0	12410.0	8852.0
75.0	256.0	155.0	121.0	166.0	173.0	102.0	177.0	94.0	311.0	272.0	282.0	229.0	282.0	153.0	230.0
189.0	366.0	155.0	687.0	457.0	216.0	477.0	849.0	9970.0	9171.0	9169.0	10255.0	10408.0	12046.0	13272.0	12315.0
454.0	256.0	350.0	242.0	374.0	260.0	307.0	566.0	4836.0	3832.0	3940.0	3233.0	4743.0	4130.0	3530.0	4926.0
340.0	696.0	350.0	767.0	624.0	910.0	887.0	672.0	1192.0	1410.0	876.0	1050.0	2081.0	1734.0	1690.0	1698.0
757.0	953.0	584.0	404.0	957.0	433.0	716.0	637.0	7811.0	7451.0	7494.0	4869.0	8705.0	5102.0	6636.0	6248.0
795.0	513.0	779.0	970.0	457.0	390.0	1467.0	1133.0	3083.0	2746.0	3181.0	2282.0	2267.0	2454.0	3358.0	2479.0
189.0	183.0	155.0	404.0	333.0	173.0	375.0	177.0	1120.0	1467.0	1032.0	2138.0	1892.0	1906.0	1858.0	1451.0
530.0	660.0	1013.0	646.0	707.0	477.0	887.0	566.0	2836.0	2809.0	3725.0	3514.0	3145.0	3159.0	3521.0	2763.0
113.0	73.0	194.0	121.0	124.0	260.0	170.0	177.0	1696.0	1667.0	2376.0	2090.0	3375.0	2168.0	2797.0	2855.0
1629.0	1137.0	896.0	1414.0	1332.0	1561.0	1569.0	1451.0	38788.0	27736.0	32010.0	25721.0	40371.0	37172.0	41314.0	32993.0
151.0	146.0	233.0	485.0	374.0	693.0	477.0	708.0	5828.0	4733.0	6153.0	5449.0	10127.0	11375.0	10859.0	10729.0
644.0	550.0	389.0	646.0	541.0	693.0	580.0	318.0	4441.0	4367.0	3858.0	3458.0	5358.0	4081.0	3842.0	3218.0
189.0	110.0	467.0	161.0	124.0	346.0	477.0	354.0	1722.0	1279.0	2024.0	1539.0	2497.0	2282.0	3122.0	3052.0
492.0	110.0	77.0	363.0	208.0	477.0	204.0	247.0	10479.0	8465.0	8659.0	8083.0	10956.0	7228.0	8190.0	9532.0
416.0	770.0	311.0	1374.0	291.0	1084.0	819.0	743.0	3720.0	4612.0	3502.0	6218.0	3834.0	4928.0	4015.0	4828.0
3220.0	2898.0	2571.0	2990.0	4038.0	2732.0	4163.0	3222.0	14440.0	12937.0	14054.0	11077.0	20709.0	13135.0	18024.0	13653.0
303.0	513.0	584.0	525.0	707.0	390.0	1092.0	247.0	8914.0	6940.0	8350.0	7100.0	10110.0	9077.0	12410.0	9532.0
189.0	73.0	233.0	363.0	166.0	520.0	238.0	283.0	18943.0	18342.0	16701.0	15816.0	18503.0	20816.0	23890.0	18884.0
757.0	953.0	1208.0	929.0	874.0	520.0	921.0	778.0	54123.0	68127.0	80537.0	84512.0	67253.0	74345.0	65820.0	29960.0
113.0	623.0	350.0	202.0	166.0	433.0	375.0	247.0	16237.0	12472.0	14613.0	10104.0	15139.0	12755.0	16322.0	13769.0
7160.0	6016.0	5728.0	5294.0	3580.0	2385.0	4982.0	4213.0	11276.0	9719.0	10359.0	7574.0	5908.0	3968.0	7371.0	7418.0
1666.0	1467.0	1208.0	1050.0	2206.0	1778.0	1433.0	1345.0	4126.0	3155.0	3355.0	2324.0	4828.0	3727.0	3822.0	3203.0
795.0	586.0	506.0	970.0	582.0	780.0	750.0	920.0	21503.0	26679.0	22026.0	26945.0	22417.0	28912.0	32645.0	26303.0
644.0	403.0	389.0	525.0	832.0	823.0	784.0	991.0	3319.0	3571.0	3479.0	3434.0	6661.0	4681.0	6766.0	5084.0
2955.0	2714.0	2688.0	1293.0	3996.0	3339.0	5221.0	4532.0	8074.0	5230.0	6912.0	2746.0	12002.0	8204.0	10878.0	9960.0
416.0	293.0	155.0	242.0	457.0	433.0	136.0	566.0	2437.0	2066.0	1973.0	1574.0	3495.0	2085.0	2133.0	2832.0
303.0	330.0	194.0	242.0	624.0	433.0	341.0	814.0	454.0	513.0	350.0	303.0	853.0	607.0	597.0	1097.0
719.0	660.0	428.0	282.0	374.0	607.0	546.0	106.0	2617.0	1886.0	2256.0	909.0	1498.0	1300.0	1331.0	870.0
303.0	440.0	935.0	687.0	957.0	737.0	1092.0	1487.0	21649.0	16304.0	21750.0	16359.0	31918.0	24575.0	33094.0	33798.0
378.0	513.0	428.0	848.0	624.0	650.0	511.0	1133.0	5261.0	5294.0	4927.0	5082.0	6643.0	6638.0	8532.0	8455.0
416.0	366.0	428.0	80.0	457.0	216.0	443.0	354.0	1819.0	1763.0	2143.0	1719.0	1747.0	1707.0	2520.0	1863.0
378.0	183.0	428.0	848.0	291.0	693.0	614.0	460.0	6421.0	6550.0	7265.0	9645.0	8831.0	11191.0	9598.0	8369.0
227.0	256.0	350.0	282.0	124.0	520.0	273.0	177.0	6888.0	6940.0	8554.0	7073.0	7806.0	7129.0	5250.0	6322.0
568.0	330.0	389.0	848.0	915.0	954.0	819.0	885.0	11143.0	8465.0	8856.0	7578.0	17281.0	15641.0	15751.0	15807.0
985.0	733.0	623.0	1050.0	707.0	563.0	580.0	991.0	9657.0	8433.0	8907.0	7400.0	7864.0	6406.0	6907.0	5601.0
113.0	220.0	116.0	121.0	166.0	260.0	375.0	283.0	8743.0	6669.0	6153.0	5774.0	12810.0	8673.0	12945.0	12875.0
340.0	293.0	233.0	848.0	582.0	563.0	477.0	743.0	4486.0	3493.0	3117.0	3858.0	4382.0	3998.0	4507.0	5948.0
227.0	293.0	311.0	121.0	166.0	130.0	238.0	141.0	5982.0	6669.0	5882.0	8083.0	4500.0	4336.0	5555.0	5058.0
985.0	807.0	974.0	767.0	749.0	1170.0	1126.0	920.0	1591.0	1228.0	1618.0	1252.0	1270.0	1974.0	1807.0	1399.0
378.0	770.0	467.0	363.0	457.0	520.0	546.0	495.0	7731.0	8655.0	7793.0	9831.0	8979.0	10842.0	8273.0	9179.0
947.0	696.0	701.0	1010.0	957.0	780.0	784.0	1274.0	7517.0	6060.0	8156.0	6827.0	6839.0	7228.0	9572.0	10534.0
1060.0	990.0	1597.0	1576.0	791.0	1170.0	1706.0	1734.0	10400.0	8538.0	11412.0	7961.0	9530.0	8870.0	12455.0	10389.0
719.0	513.0	1130.0	606.0	1040.0	1170.0	1092.0	920.0	14396.0	13168.0	12418.0	13472.0	17347.0	18586.0	19160.0	15091.0
151.0	146.0	272.0	323.0	416.0	260.0	204.0	354.0	6314.0	6114.0	6494.0	6736.0	9912.0	10842.0	9751.0	8852.0
340.0	586.0	389.0	1050.0	166.0	780.0	409.0	318.0	8524.0	9466.0	10255.0	8210.0	6167.0	5274.0	5768.0	4828.0
2652.0	2017.0	2065.0	3273.0	3455.0	3773.0	3685.0	3611.0	11004.0	9255.0	8534.0	9951.0	13341.0	13332.0	15168.0	12898.0
303.0	146.0	77.0	80.0	83.0	216.0	136.0	177.0	43298.0	36684.0	38969.0	26945.0	41633.0	30977.0	34129.0	35408.0
454.0	696.0	662.0	606.0	791.0	997.0	887.0	424.0	3497.0	3767.0	3279.0	3109.0	4370.0	4121.0	4481.0	3293.0
1553.0	2201.0	1714.0	1535.0	2872.0	2385.0	3822.0	3009.0	8534.0	8305.0	7487.0	5839.0	13057.0	10991.0	13849.0	11665.0
75.0	183.0	155.0	202.0	83.0	216.0	204.0	177.0	1485.0	2084.0	1694.0	2127.0	1541.0	2464.0	1812.0	1924.0
492.0	660.0	389.0	282.0	707.0	780.0	443.0	672.0	587.0	880.0	623.0	505.0	1019.0	1084.0	750.0	990.0
303.0	440.0	506.0	687.0	166.0	650.0	341.0	1026.0	1232.0	1594.0	1771.0	1817.0	2191.0	1606.0	1602.0	2674.0
227.0	110.0	77.0	202.0	249.0	216.0	238.0	177.0	6314.0	5502.0	4871.0	6124.0	7347.0	9035.0	9556.0	6104.0
265.0	73.0	350.0	161.0	249.0	563.0	238.0	460.0	4209.0	3493.0	4175.0	3759.0	5809.0	5872.0	5826.0	8369.0
1212.0	990.0	1208.0	1495.0	1748.0	1734.0	1979.0	1841.0	2635.0	2457.0	2690.0	2949.0	3597.0	4251.0	4331.0	3631.0
189.0	73.0	194.0	363.0	416.0	433.0	238.0	212.0	966.0	698.0	974.0	1372.0	1834.0	1953.0	1582.0	1931.0
189.0	146.0	350.0	485.0	249.0	390.0	238.0	318.0	94715.0	73368.0	70145.0	69289.0	124899.0	65052.0	119452.0	79668.0
303.0	256.0	155.0	161.0	83.0	130.0	273.0	318.0	14432.0	11164.0	11990.0	8509.0	10408.0	9293.0	9101.0	9958.0
265.0	73.0	116.0	363.0	83.0	130.0	136.0	354.0	3632.0	4315.0	3542.0	4786.0	4163.0	4486.0	4550.0	3848.0
340.0	586.0	194.0	565.0	291.0	520.0	443.0	991.0	2841.0	2949.0	2865.0	2548.0	4483.0	2641.0	3386.0	3395.0
3144.0	4512.0	2649.0	2708.0	2664.0	4033.0	3412.0	3363.0	11270.0	11032.0	11181.0	9706.0	12451.0	11724.0	11891.0	11175.0
151.0	110.0	116.0	242.0	249.0	130.0	307.0	389.0	16838.0	15721.0	16701.0	12125.0	22709.0	21684.0	23627.0	21638.0
378.0	1027.0	935.0	889.0	832.0	910.0	511.0	778.0	18041.0	18020.0	15852.0	17100.0	17716.0	17857.0	18283.0	15579.0
151.0	293.0	155.0	444.0	333.0	303.0	170.0	247.0	2755.0	2240.0	1694.0	2303.0	2329.0	1909.0	2370.0	1757.0
189.0	146.0	194.0	202.0	124.0	173.0	102.0	389.0	2870.0	2096.0	2783.0	2173.0	2904.0	3097.0	3011.0	2863.0
340.0	476.0	311.0	525.0	624.0	650.0	511.0	1203.0	4262.0	5183.0	4723.0	4378.0	10072.0	8673.0	10238.0	8477.0
416.0	476.0	272.0	121.0	333.0	477.0	477.0	460.0	6721.0	6036.0	7577.0	6062.0	9251.0	7015.0	9015.0	7936.0
1098.0	623.0	779.0	565.0	791.0	650.0	682.0	1026.0	3775.0	3165.0	3608.0	2184.0	3645.0	2710.0	3482.0	2836.0
947.0	1283.0	1052.0	1212.0	915.0	1561.0	1774.0	1522.0	4030.0	4635.0	4826.0	5010.0	4820.0	6559.0	6905.0	5811.0
871.0	623.0	701.0	485.0	582.0	563.0	443.0	778.0	1800.0	1776.0	1927.0	1474.0	1457.0	1606.0	1449.0	1859.0
151.0	256.0	77.0	202.0	83.0	346.0	102.0	70.0	5828.0	5836.0	5567.0	4124.0	6405.0	5028.0	5688.0	5058.0
606.0	1210.0	584.0	767.0	541.0	737.0	1023.0	956.0	11021.0	9312.0	10255.0	8257.0	10612.0	10239.0	12335.0	9192.0
151.0	183.0	155.0	202.0	166.0	563.0	477.0	70.0	5612.0	5095.0	4453.0	6736.0	7569.0	9242.0	9954.0	6437.0
303.0	513.0	77.0	80.0	124.0	346.0	273.0	212.0	6448.0	6340.0	5995.0	4755.0	6573.0	5102.0	4707.0	5901.0
681.0	770.0	389.0	808.0	1165.0	1431.0	853.0	920.0	9604.0	9281.0	7352.0	8599.0	14945.0	14907.0	17412.0	14848.0
757.0	330.0	116.0	363.0	874.0	260.0	273.0	177.0	3144.0	2579.0	2338.0	2674.0	3974.0	2628.0	2551.0	2603.0
378.0	256.0	77.0	161.0	208.0	346.0	307.0	424.0	2241.0	2593.0	1498.0	2099.0	2931.0	3898.0	3613.0	3540.0
113.0	146.0	77.0	161.0	124.0	130.0	238.0	318.0	9471.0	8631.0	11134.0	8083.0	13877.0	14456.0	17064.0	10279.0
340.0	220.0	116.0	202.0	124.0	260.0	273.0	318.0	7749.0	8804.0	7793.0	6519.0	8921.0	9293.0	10112.0	8612.0
227.0	110.0	116.0	121.0	83.0	173.0	102.0	70.0	5544.0	5792.0	5082.0	5774.0	4163.0	5256.0	5388.0	2832.0
113.0	73.0	77.0	80.0	83.0	216.0	102.0	106.0	1386.0	1005.0	1391.0	1757.0	1601.0	2331.0	2007.0	2360.0
113.0	146.0	272.0	161.0	416.0	173.0	443.0	354.0	1696.0	1956.0	1907.0	1633.0	3717.0	3212.0	3361.0	3105.0
75.0	73.0	116.0	202.0	457.0	260.0	204.0	212.0	984.0	940.0	1284.0	828.0	3247.0	2502.0	1861.0	2470.0
265.0	293.0	233.0	323.0	499.0	173.0	238.0	283.0	2191.0	2768.0	2315.0	2506.0	2745.0	2282.0	2297.0	2321.0
5872.0	4622.0	3974.0	6386.0	3663.0	4380.0	4641.0	4957.0	12133.0	10226.0	10218.0	10769.0	8785.0	8375.0	9453.0	9078.0
151.0	330.0	233.0	242.0	124.0	346.0	341.0	247.0	718.0	1028.0	798.0	1695.0	939.0	1148.0	2275.0	796.0
151.0	146.0	155.0	202.0	166.0	130.0	102.0	106.0	15154.0	13339.0	14170.0	10636.0	11102.0	9293.0	12798.0	9656.0
606.0	146.0	194.0	363.0	166.0	216.0	68.0	283.0	20206.0	16304.0	12989.0	13472.0	23790.0	16680.0	8532.0	6744.0
75.0	73.0	116.0	80.0	83.0	86.0	238.0	70.0	15154.0	14673.0	16701.0	16167.0	20816.0	17347.0	21718.0	17704.0
265.0	476.0	77.0	161.0	83.0	346.0	307.0	318.0	29467.0	25099.0	25979.0	23096.0	27755.0	21684.0	27923.0	24513.0
227.0	110.0	77.0	282.0	416.0	173.0	273.0	106.0	4639.0	3668.0	4329.0	4563.0	7178.0	5421.0	7000.0	7081.0
1894.0	2274.0	896.0	2505.0	2955.0	4206.0	4027.0	2797.0	40304.0	37285.0	38969.0	37969.0	73899.0	60096.0	75985.0	59515.0
303.0	183.0	194.0	242.0	374.0	303.0	238.0	531.0	1955.0	1608.0	1476.0	1534.0	2882.0	2428.0	1926.0	2590.0
113.0	513.0	506.0	808.0	999.0	910.0	1058.0	566.0	1722.0	1667.0	2183.0	2099.0	3980.0	3276.0	3306.0	2551.0
795.0	843.0	935.0	606.0	666.0	693.0	716.0	531.0	2346.0	2038.0	1908.0	1717.0	1624.0	1495.0	1670.0	1557.0
303.0	513.0	428.0	525.0	874.0	303.0	511.0	637.0	2886.0	3493.0	3760.0	2751.0	4884.0	3097.0	4829.0	4426.0
340.0	146.0	155.0	121.0	208.0	433.0	136.0	389.0	48711.0	36684.0	38969.0	40418.0	69388.0	48187.0	68258.0	64914.0
227.0	146.0	77.0	242.0	166.0	390.0	341.0	106.0	9092.0	9171.0	9742.0	9327.0	16653.0	14456.0	14838.0	13278.0
227.0	183.0	155.0	363.0	541.0	433.0	375.0	637.0	5286.0	5394.0	4871.0	5196.0	9664.0	9035.0	11041.0	12256.0
303.0	293.0	428.0	606.0	457.0	607.0	750.0	601.0	2971.0	3861.0	3695.0	4181.0	5032.0	5145.0	7150.0	5573.0
1060.0	733.0	1091.0	687.0	666.0	867.0	955.0	1062.0	5525.0	6217.0	7850.0	7808.0	6728.0	5632.0	7769.0	5475.0
303.0	146.0	194.0	242.0	249.0	130.0	273.0	247.0	4268.0	4733.0	7216.0	5511.0	4233.0	5421.0	5809.0	4348.0
227.0	220.0	272.0	444.0	208.0	216.0	170.0	141.0	7332.0	6878.0	5803.0	6736.0	4429.0	3497.0	5018.0	3218.0
1515.0	1283.0	2182.0	2020.0	2747.0	2255.0	4061.0	2478.0	4857.0	4076.0	6182.0	5774.0	9675.0	7670.0	9762.0	8261.0
757.0	330.0	311.0	485.0	333.0	260.0	989.0	849.0	928.0	862.0	661.0	829.0	666.0	520.0	1382.0	1291.0
1060.0	990.0	545.0	1616.0	582.0	867.0	580.0	389.0	70721.0	70747.0	54557.0	85092.0	52987.0	45650.0	58019.0	25965.0
265.0	403.0	506.0	485.0	541.0	780.0	784.0	743.0	1994.0	2123.0	3015.0	1816.0	3514.0	4435.0	4025.0	2703.0
416.0	550.0	311.0	363.0	333.0	433.0	409.0	495.0	4902.0	4265.0	3502.0	3674.0	4500.0	3285.0	5119.0	3618.0
2273.0	1320.0	1636.0	808.0	2331.0	1301.0	1911.0	2478.0	9240.0	6603.0	6546.0	5987.0	9215.0	7837.0	8848.0	10729.0
492.0	366.0	233.0	282.0	333.0	173.0	819.0	778.0	35180.0	30570.0	38969.0	31436.0	47580.0	43368.0	48182.0	45822.0
1704.0	733.0	1208.0	1050.0	1790.0	1127.0	2662.0	1912.0	12265.0	8531.0	10786.0	8210.0	18844.0	10947.0	18109.0	13855.0
189.0	220.0	233.0	80.0	166.0	173.0	238.0	106.0	6765.0	6878.0	7542.0	5389.0	6938.0	5782.0	8238.0	5901.0
568.0	330.0	155.0	727.0	249.0	520.0	784.0	424.0	6930.0	6603.0	7085.0	6863.0	6092.0	6847.0	7771.0	6536.0
1174.0	990.0	662.0	1172.0	1582.0	1864.0	3105.0	2761.0	4623.0	4585.0	4943.0	5030.0	10273.0	11100.0	11545.0	9490.0
833.0	403.0	506.0	1131.0	832.0	867.0	921.0	495.0	83349.0	100881.0	84434.0	94310.0	118952.0	96374.0	115185.0	82618.0
492.0	73.0	194.0	444.0	291.0	346.0	102.0	177.0	4358.0	3057.0	2952.0	2905.0	3992.0	3016.0	2925.0	1788.0
378.0	403.0	311.0	444.0	707.0	780.0	887.0	1133.0	27061.0	28823.0	31175.0	34200.0	58980.0	70966.0	98595.0	66650.0
378.0	183.0	233.0	161.0	83.0	260.0	136.0	177.0	2460.0	2157.0	1948.0	1837.0	1486.0	1606.0	1264.0	1903.0
530.0	293.0	311.0	848.0	249.0	520.0	887.0	778.0	1422.0	1120.0	1247.0	1960.0	1248.0	1324.0	2083.0	2122.0
378.0	366.0	194.0	363.0	374.0	346.0	273.0	531.0	2081.0	1961.0	1873.0	2425.0	2497.0	2344.0	2166.0	2319.0
1098.0	550.0	662.0	606.0	457.0	1040.0	614.0	318.0	8719.0	7860.0	8952.0	7393.0	7507.0	7329.0	7978.0	6780.0
795.0	843.0	818.0	1980.0	1124.0	1604.0	1023.0	743.0	3998.0	2803.0	3637.0	5013.0	4703.0	4597.0	3806.0	3557.0
1250.0	550.0	779.0	242.0	666.0	216.0	819.0	389.0	250049.0	275130.0	389696.0	242512.0	222044.0	216841.0	273033.0	194744.0
189.0	293.0	272.0	161.0	291.0	173.0	443.0	212.0	4209.0	4658.0	5567.0	5052.0	6071.0	5981.0	6524.0	6437.0
151.0	220.0	116.0	363.0	208.0	130.0	204.0	141.0	1595.0	1913.0	2205.0	3031.0	2102.0	1832.0	1968.0	1539.0
227.0	110.0	389.0	161.0	249.0	130.0	238.0	141.0	1762.0	1342.0	2061.0	1293.0	1601.0	1301.0	1911.0	1190.0
378.0	220.0	194.0	242.0	291.0	693.0	784.0	566.0	10523.0	8465.0	8471.0	10544.0	22417.0	18753.0	24530.0	17704.0
2576.0	3411.0	2610.0	3920.0	4246.0	5984.0	4812.0	6161.0	4128.0	4771.0	4425.0	5032.0	6996.0	8175.0	7626.0	8954.0
303.0	440.0	155.0	363.0	457.0	173.0	477.0	389.0	4457.0	4114.0	3996.0	2636.0	4320.0	2940.0	3822.0	4476.0
227.0	293.0	389.0	404.0	457.0	346.0	273.0	106.0	2991.0	3412.0	2908.0	2730.0	3982.0	2409.0	2437.0	2260.0
681.0	623.0	467.0	767.0	541.0	954.0	614.0	708.0	45463.0	32822.0	38969.0	25598.0	45102.0	35337.0	47255.0	37271.0
568.0	256.0	584.0	202.0	124.0	86.0	614.0	354.0	1099.0	733.0	1150.0	748.0	436.0	433.0	1075.0	725.0
75.0	293.0	155.0	202.0	124.0	260.0	443.0	141.0	2806.0	2877.0	2135.0	1962.0	2657.0	3293.0	2825.0	2777.0
530.0	366.0	233.0	323.0	666.0	650.0	614.0	920.0	681.0	568.0	642.0	525.0	1229.0	867.0	1127.0	1399.0
454.0	366.0	740.0	323.0	666.0	563.0	546.0	849.0	75772.0	52405.0	56955.0	46192.0	95161.0	70473.0	78009.0	65368.0
681.0	440.0	389.0	282.0	666.0	563.0	409.0	424.0	7178.0	7100.0	5816.0	6736.0	8326.0	8673.0	8903.0	6744.0
227.0	366.0	77.0	202.0	333.0	260.0	307.0	141.0	5412.0	4703.0	4871.0	4929.0	6284.0	6672.0	6535.0	5665.0
303.0	513.0	233.0	1131.0	541.0	433.0	989.0	389.0	2349.0	2272.0	2205.0	2143.0	2894.0	2190.0	2764.0	2649.0
1022.0	733.0	701.0	929.0	1540.0	1691.0	1126.0	1168.0	15737.0	11287.0	14315.0	13093.0	27507.0	20881.0	24483.0	19804.0
1212.0	1357.0	701.0	1212.0	1582.0	2168.0	1331.0	1522.0	5942.0	6588.0	5395.0	7439.0	8887.0	10842.0	9373.0	9340.0
151.0	183.0	194.0	242.0	208.0	563.0	341.0	495.0	4888.0	4585.0	5127.0	4755.0	10408.0	9396.0	12640.0	11266.0
113.0	183.0	233.0	282.0	124.0	216.0	375.0	283.0	1114.0	1491.0	1855.0	1554.0	1951.0	1807.0	1915.0	2284.0
189.0	550.0	428.0	202.0	499.0	780.0	648.0	637.0	2367.0	2512.0	2304.0	2173.0	3843.0	4486.0	4950.0	3621.0
265.0	293.0	272.0	363.0	291.0	216.0	238.0	318.0	1441.0	1504.0	1186.0	1432.0	1083.0	1147.0	1143.0	1468.0
2462.0	2934.0	1636.0	2182.0	2831.0	2385.0	2662.0	1734.0	4245.0	5077.0	3702.0	3415.0	4536.0	4141.0	4422.0	3592.0
189.0	770.0	623.0	363.0	249.0	346.0	989.0	566.0	6314.0	6757.0	5938.0	5596.0	7569.0	5421.0	6554.0	6026.0
378.0	440.0	350.0	485.0	416.0	780.0	511.0	318.0	15785.0	16304.0	15248.0	20209.0	24490.0	19515.0	25596.0	19917.0
227.0	1173.0	779.0	606.0	832.0	1170.0	1467.0	849.0	2877.0	3224.0	3433.0	3504.0	5406.0	4574.0	6464.0	5703.0
1742.0	1577.0	1948.0	2101.0	1332.0	1127.0	1126.0	1522.0	5265.0	4883.0	5647.0	4957.0	4012.0	3406.0	3497.0	3704.0
757.0	586.0	467.0	606.0	374.0	477.0	511.0	672.0	8236.0	7336.0	7666.0	6062.0	7347.0	5129.0	8125.0	6006.0
492.0	476.0	233.0	161.0	582.0	433.0	409.0	460.0	6480.0	4768.0	5845.0	3233.0	6623.0	6195.0	7446.0	6974.0
606.0	623.0	350.0	1333.0	999.0	1170.0	1194.0	1593.0	3241.0	3027.0	2828.0	5774.0	5677.0	7272.0	6002.0	6751.0
151.0	403.0	623.0	606.0	333.0	954.0	784.0	778.0	3885.0	3702.0	4988.0	4096.0	5843.0	5452.0	6596.0	7868.0
303.0	476.0	233.0	485.0	499.0	346.0	477.0	495.0	2020.0	1855.0	1601.0	2020.0	1850.0	2668.0	2342.0	2213.0
681.0	550.0	545.0	404.0	582.0	563.0	477.0	708.0	5828.0	3743.0	4663.0	4001.0	5204.0	3915.0	4778.0	5131.0
871.0	696.0	545.0	929.0	957.0	693.0	887.0	956.0	2706.0	2020.0	2082.0	2686.0	2751.0	2775.0	2492.0	2747.0
492.0	623.0	506.0	565.0	416.0	997.0	614.0	354.0	2060.0	2665.0	2471.0	2449.0	2686.0	2925.0	2014.0	2360.0
454.0	366.0	311.0	404.0	582.0	823.0	716.0	920.0	5982.0	4891.0	5469.0	5943.0	9714.0	11605.0	11559.0	11802.0
644.0	293.0	311.0	444.0	374.0	520.0	614.0	601.0	49543.0	41924.0	44536.0	37050.0	62449.0	52041.0	61432.0	40129.0
530.0	403.0	428.0	646.0	832.0	607.0	614.0	1133.0	5149.0	5453.0	5792.0	4093.0	6661.0	6978.0	8301.0	7868.0
719.0	696.0	272.0	606.0	1082.0	693.0	784.0	814.0	9727.0	8499.0	6994.0	8420.0	20045.0	10056.0	10902.0	10054.0
492.0	366.0	389.0	242.0	291.0	303.0	307.0	460.0	7817.0	7192.0	7085.0	5272.0	7876.0	5234.0	6399.0	5753.0
227.0	403.0	350.0	363.0	249.0	216.0	580.0	531.0	1386.0	2090.0	1461.0	1934.0	1951.0	1734.0	2320.0	1644.0
227.0	220.0	389.0	525.0	416.0	477.0	716.0	354.0	1818.0	2157.0	2333.0	2421.0	3178.0	3138.0	3513.0	3650.0
644.0	990.0	857.0	1535.0	1248.0	1127.0	1433.0	1451.0	11299.0	10004.0	10329.0	10519.0	13287.0	11389.0	14626.0	13318.0
340.0	183.0	311.0	80.0	83.0	346.0	204.0	177.0	3376.0	3460.0	3316.0	2887.0	3083.0	3212.0	3011.0	3278.0
303.0	476.0	194.0	323.0	457.0	607.0	443.0	601.0	13177.0	10367.0	12989.0	11150.0	22898.0	17857.0	22183.0	18240.0
757.0	476.0	623.0	767.0	499.0	563.0	1092.0	1062.0	3352.0	2605.0	2746.0	2020.0	2125.0	2358.0	3957.0	3517.0
265.0	183.0	233.0	121.0	208.0	130.0	273.0	424.0	6630.0	5394.0	7306.0	6062.0	8673.0	6505.0	9414.0	6965.0
492.0	220.0	155.0	444.0	374.0	346.0	341.0	495.0	17590.0	16931.0	19484.0	22230.0	24979.0	23129.0	31026.0	20654.0
75.0	73.0	116.0	161.0	208.0	303.0	136.0	70.0	6314.0	6669.0	6153.0	7348.0	10408.0	10842.0	11376.0	8852.0
265.0	330.0	233.0	525.0	749.0	693.0	375.0	495.0	4209.0	3588.0	3711.0	4203.0	7569.0	6546.0	7361.0	6884.0
303.0	330.0	233.0	363.0	791.0	737.0	614.0	495.0	7976.0	5692.0	7306.0	5511.0	16479.0	11702.0	13651.0	11015.0
568.0	293.0	935.0	323.0	832.0	737.0	682.0	531.0	8879.0	6824.0	8502.0	6100.0	12810.0	9962.0	9892.0	10622.0
227.0	256.0	194.0	202.0	374.0	216.0	853.0	247.0	2343.0	2252.0	2466.0	1712.0	5204.0	3497.0	3661.0	3395.0
340.0	256.0	77.0	80.0	166.0	216.0	273.0	318.0	7577.0	7336.0	5567.0	5774.0	11102.0	7744.0	7800.0	8612.0
303.0	293.0	389.0	161.0	416.0	260.0	477.0	531.0	7976.0	5754.0	6718.0	5575.0	10154.0	8393.0	9954.0	8430.0
947.0	586.0	428.0	687.0	749.0	520.0	921.0	920.0	2997.0	1851.0	2280.0	2642.0	3375.0	2365.0	2647.0	2832.0
416.0	73.0	467.0	242.0	166.0	173.0	307.0	389.0	2874.0	2157.0	1812.0	2425.0	2643.0	1577.0	1633.0	1770.0
757.0	1283.0	2104.0	1010.0	791.0	1127.0	1023.0	318.0	795.0	1320.0	2201.0	1253.0	894.0	1127.0	1040.0	371.0
189.0	146.0	467.0	282.0	333.0	260.0	238.0	424.0	5412.0	4192.0	5082.0	4638.0	6405.0	5310.0	6286.0	4335.0
719.0	1393.0	1013.0	1050.0	749.0	1127.0	1023.0	956.0	3302.0	3904.0	2822.0	2526.0	3637.0	2967.0	2917.0	2583.0
