August_1m	August_2m	August_3m	August_4m	December_1m	December_2m	December_3m	December_4m	August_1t	August_2t	August_3t	August_4t	December_1t	December_2t	December_3t	December_4t
113.0	110.0	155.0	323.0	208.0	433.0		318.0	12628.0	12228.0	11134.0	10104.0	17347.0	11412.0		15174.0
75.0	73.0	77.0			86.0		177.0	12628.0	12228.0	12989.0			17347.0		16094.0
189.0	110.0		242.0		130.0	68.0		23678.0	22010.0		18654.0		16263.0	22752.0	
303.0	110.0	194.0		208.0	216.0	102.0	106.0	11225.0	9171.0	11461.0		14869.0	8673.0	14626.0	13278.0
	146.0		282.0	166.0	346.0	307.0			1482.0		1580.0	1682.0	1299.0	1209.0	
227.0	330.0	116.0		83.0	86.0	102.0	424.0	5544.0	5079.0	5845.0		6938.0	8673.0	6825.0	6437.0
189.0	403.0	350.0	889.0		433.0	580.0	354.0	2036.0	3034.0	2353.0	3393.0		2282.0	2522.0	2058.0
151.0	256.0			124.0	216.0	102.0	106.0	21649.0	16049.0			24979.0	14456.0	20477.0	21244.0
	146.0	77.0	202.0	83.0	216.0				4315.0	3896.0	4699.0	5551.0	6994.0		
189.0	73.0	116.0			216.0	170.0	141.0	15785.0	12228.0	12989.0			24093.0	24377.0	23605.0
	110.0	272.0	121.0		86.0	136.0	106.0		846.0	819.0	666.0		498.0	733.0	885.0
75.0		233.0			130.0	68.0	106.0	4457.0		3833.0			4065.0	3792.0	5058.0
227.0	403.0	311.0	323.0	166.0	216.0			1119.0	1576.0	1208.0	1393.0	666.0	1260.0		
75.0	73.0	116.0		83.0		102.0		1222.0	917.0	1092.0		979.0		867.0	
492.0	1027.0		1010.0	1040.0	1127.0	989.0	778.0	8954.0	9171.0		7375.0	12693.0	11505.0	11924.0	10971.0
303.0	366.0			582.0	130.0	511.0	283.0	2424.0	1834.0			2119.0	1275.0	1777.0	1311.0
113.0	220.0	77.0		166.0	130.0	68.0		10332.0	11005.0	9742.0		12810.0	13010.0	13651.0	
227.0	110.0	77.0			173.0		177.0	13371.0	12228.0	11134.0			11564.0		12645.0
		155.0	161.0	124.0	130.0	375.0	106.0			11990.0	8981.0	15612.0	11827.0	18771.0	15174.0
		77.0	202.0	124.0		102.0				19484.0	20209.0	24979.0		34129.0	
	110.0	77.0	161.0	166.0		68.0	70.0		476.0	623.0	202.0	457.0		733.0	585.0
113.0			80.0	166.0	86.0	68.0	106.0	14207.0			16167.0	13877.0	9637.0	13651.0	13278.0
	110.0	272.0		166.0	130.0	341.0	354.0		5002.0	4959.0		10408.0	8131.0	9751.0	8852.0
75.0		77.0			173.0	68.0		1942.0		1812.0			2168.0	1706.0	
75.0		77.0			173.0		141.0	227.0		175.0			368.0		336.0
151.0			161.0	416.0	303.0	102.0	283.0	7976.0			5215.0	10956.0	7784.0	6399.0	7454.0
151.0	220.0			249.0	260.0	238.0	283.0	7577.0	4891.0			10408.0	10008.0	10387.0	9442.0
	110.0	77.0		83.0		68.0	70.0		366.0	447.0		478.0		375.0	318.0
	73.0	155.0	121.0			341.0	106.0		863.0	1189.0	1347.0			1689.0	1249.0
113.0	73.0			166.0	216.0	68.0		3157.0	3334.0			2686.0	3675.0	4015.0	
189.0	110.0	116.0		83.0	303.0			1952.0	2000.0	1744.0		1321.0	2153.0		
75.0			121.0		130.0	136.0	70.0	1762.0			1661.0		1626.0	922.0	1445.0
75.0		155.0		166.0	173.0	68.0		4735.0		5773.0		3620.0	4448.0	4875.0	
	73.0		80.0	208.0		204.0	70.0		347.0		383.0	603.0		461.0	495.0
	256.0	77.0		124.0			106.0		11672.0	12989.0		20816.0			15174.0
	146.0	233.0	161.0	166.0	216.0	102.0			1173.0	1425.0	1554.0	979.0	1560.0	752.0	
	110.0	77.0		83.0	346.0	273.0	141.0		5792.0	5995.0		8326.0	6938.0	8532.0	8331.0
681.0	476.0	233.0	80.0	249.0	346.0	204.0		97422.0	95378.0	77939.0	80837.0	124899.0	86736.0	102387.0	
75.0	73.0	77.0	121.0	124.0		136.0		1762.0	1497.0	1443.0	1515.0	2270.0		1644.0	
151.0		194.0	282.0			170.0	247.0	2405.0		2164.0	2319.0			1759.0	1906.0
75.0			80.0	83.0			141.0	3608.0			2607.0	3083.0			3454.0
	73.0	194.0		166.0		136.0	141.0		4891.0	5127.0		9251.0		7584.0	6744.0
		77.0	242.0	208.0	86.0	341.0	141.0			272.0	424.0	416.0	216.0	443.0	265.0
75.0		155.0	161.0	208.0	216.0	170.0	247.0	10824.0		7793.0	7348.0	17347.0	14456.0	15513.0	17704.0
		77.0	80.0		216.0	170.0	70.0			8659.0	6736.0		7744.0	10037.0	10116.0
	110.0	77.0		124.0	216.0	68.0	177.0		7860.0	5995.0		8326.0	6776.0	8532.0	6809.0
189.0			80.0			102.0	70.0	14571.0			10104.0			11376.0	10116.0
416.0	183.0			83.0		307.0		11576.0	7336.0			9251.0		10238.0	
265.0	73.0	194.0	80.0		86.0	273.0	247.0	1722.0	1287.0	1584.0	1243.0		1257.0	1365.0	1863.0
75.0	183.0			249.0	216.0	307.0	247.0	1353.0	1467.0			2575.0	2045.0	2034.0	2429.0
75.0		77.0			130.0	68.0		1546.0		1998.0			1239.0	1625.0	
189.0	220.0	194.0	202.0	124.0		204.0		6314.0	5643.0	7216.0	6736.0	6573.0		6022.0	
		77.0	80.0		390.0	170.0	106.0			3117.0	2787.0		4878.0	4612.0	4828.0
	110.0	155.0	363.0		130.0		141.0		7336.0	6235.0	5596.0		6505.0		8852.0
75.0			121.0	124.0		102.0	141.0	984.0			485.0	520.0		527.0	618.0
	293.0	116.0			216.0		106.0		3025.0	2435.0			3497.0		3793.0
	220.0	116.0		249.0		102.0	177.0		7860.0	8350.0		11354.0		12798.0	12645.0
189.0	220.0	155.0	242.0	208.0		204.0	212.0	340.0	293.0	330.0	343.0	312.0		461.0	406.0
113.0		116.0			216.0	136.0		4546.0		5082.0			4425.0	5935.0	
113.0		233.0				102.0	106.0	3788.0		2461.0				3412.0	3034.0
113.0	146.0					68.0	141.0	3666.0	3260.0					4550.0	3827.0
	73.0		80.0			273.0	70.0		5240.0		5774.0			7185.0	5447.0
		116.0	282.0	166.0	130.0	136.0				1538.0	1757.0	1081.0	650.0	1176.0	
151.0	73.0		242.0	166.0	86.0		106.0	1942.0	1789.0		1616.0	2055.0	2065.0		1713.0
	146.0	155.0			173.0	238.0	106.0		2667.0	1900.0			1717.0	2389.0	1831.0
	73.0	311.0	121.0	124.0	173.0	375.0	354.0		14673.0	19484.0	17322.0	20816.0	17347.0	20856.0	19671.0
	146.0		121.0		86.0	136.0			2096.0		1955.0		1334.0	1378.0	
151.0			202.0	374.0	520.0	580.0	885.0	6588.0			5052.0	14411.0	13344.0	14504.0	12829.0
	183.0	77.0			86.0		212.0		13101.0	15587.0			28912.0		30349.0
454.0	146.0	116.0			130.0	136.0		2239.0	1667.0	2015.0			1689.0	2353.0	
75.0			121.0	83.0			106.0	1546.0			485.0	1734.0			1585.0
151.0	146.0	77.0	121.0	124.0		136.0	141.0	3524.0	3260.0	4329.0	4850.0	5430.0		6205.0	4291.0
	183.0		80.0			204.0	106.0		1780.0		1684.0			1248.0	1344.0
	183.0	389.0	161.0		390.0	238.0	247.0		3902.0	4584.0	4490.0		6615.0	7465.0	7081.0
		77.0	323.0	124.0	130.0					4871.0	3943.0	7347.0	6195.0		
265.0	293.0	389.0	565.0		520.0	341.0		88401.0	97824.0	97424.0	94310.0		130104.0	170645.0	
681.0	440.0	662.0	889.0		737.0	273.0	495.0	2409.0	3122.0	3505.0	4005.0		2014.0	1882.0	1842.0
75.0	256.0					136.0	106.0	870.0	1156.0					1365.0	1235.0
454.0	586.0	194.0	565.0	208.0		204.0	212.0	1741.0	2563.0	1804.0	1898.0	1162.0		1226.0	1026.0
	146.0		242.0		303.0	238.0	247.0		1834.0		2127.0		1862.0	2596.0	2213.0
113.0	110.0		282.0		346.0	102.0	177.0	701.0	753.0		686.0		803.0	461.0	548.0
151.0			80.0	374.0	130.0	68.0	389.0	3988.0			2020.0	4625.0	3336.0	2967.0	3745.0
151.0	256.0	272.0		416.0	216.0	307.0	495.0	1098.0	1594.0	2005.0		2871.0	2930.0	2477.0	3059.0
151.0	293.0		323.0		86.0		212.0	1942.0	1982.0		1816.0		1770.0		1562.0
	183.0	77.0		124.0	173.0	136.0	141.0		2351.0	2435.0		3122.0	3336.0	3900.0	3218.0
113.0	183.0			166.0	86.0	68.0	70.0	7577.0	7974.0			3700.0	3614.0	4550.0	2950.0
		77.0	121.0			102.0	106.0			2051.0	2331.0			2437.0	3218.0
151.0		116.0	202.0	291.0	173.0	136.0	106.0	7216.0		4871.0	3545.0	8326.0	5981.0	5935.0	7587.0
189.0	73.0			124.0	130.0		70.0	21047.0	18342.0			24979.0	21684.0		23605.0
113.0			687.0	416.0	520.0	170.0	141.0	4371.0			6362.0	7304.0	8006.0	6825.0	5665.0
	146.0	233.0	202.0	124.0	433.0	409.0	70.0		12228.0	13753.0	15545.0	20816.0	24093.0	27303.0	23605.0
227.0	183.0		121.0	457.0	216.0	170.0	212.0	587.0	550.0		423.0	769.0	520.0	648.0	619.0
		116.0	121.0	124.0	260.0	273.0	141.0			683.0	808.0	811.0	1151.0	1128.0	990.0
113.0		116.0	80.0	333.0	86.0			1600.0		2125.0	1370.0	2018.0	2282.0		
	110.0	77.0		83.0			106.0		12228.0	11134.0		20816.0			13278.0
189.0	110.0				130.0		141.0	7892.0	6878.0				7228.0		10116.0
75.0			242.0			102.0	70.0	4209.0			3674.0			4451.0	3934.0
75.0		77.0				204.0	70.0	5412.0		6494.0				6605.0	5901.0
113.0		116.0				136.0	212.0	6685.0		8350.0				9101.0	7868.0
		311.0	121.0			68.0	70.0			702.0	688.0			529.0	301.0
113.0	73.0		161.0	83.0	216.0		212.0	3666.0	4891.0		4899.0	4625.0	5288.0		4828.0
	73.0		80.0		130.0	136.0	141.0		9171.0		7348.0		14456.0	19502.0	15736.0
75.0		116.0		124.0		102.0	177.0	5412.0		4329.0		5204.0		5119.0	3766.0
265.0		116.0	121.0		173.0		106.0	796.0		859.0	423.0		822.0		655.0
	330.0	233.0	646.0	374.0	346.0	68.0	70.0		1209.0	1306.0	1456.0	1208.0	953.0	1083.0	585.0
	73.0	116.0	161.0			170.0	177.0		1438.0	1719.0	1701.0			1984.0	2107.0
303.0		233.0	485.0		260.0	238.0	424.0	3000.0		2851.0	2869.0		3717.0	4049.0	3101.0
75.0			161.0		173.0	102.0		1222.0			605.0		1949.0	1796.0	
		116.0	242.0	166.0	173.0	204.0	141.0			3542.0	3975.0	3202.0	3273.0	3863.0	2441.0
	220.0		282.0		86.0	170.0			5240.0		5774.0		3097.0	3709.0	
75.0			121.0	124.0	130.0	136.0		2444.0			2055.0	2904.0	2098.0	2166.0	
113.0		116.0			130.0	307.0	283.0	1369.0		1034.0			2768.0	1264.0	1467.0
75.0			161.0	83.0		136.0		4209.0			2836.0	5204.0		5688.0	
75.0	146.0			83.0	86.0			10824.0	8152.0			13877.0	9637.0		
	110.0	77.0			86.0		177.0		1264.0	1039.0			1126.0		1188.0
151.0	293.0	77.0	242.0		130.0		70.0	1284.0	2157.0	1658.0	1332.0		1084.0		1539.0
	110.0	77.0	202.0	249.0	173.0	68.0	106.0		5502.0	5195.0	7484.0	5204.0	6195.0	4875.0	5058.0
227.0	73.0			166.0	86.0	204.0		4836.0	5240.0			7240.0	7228.0	8532.0	
113.0		77.0		124.0		136.0		2367.0		2051.0		4029.0		3250.0	
113.0		77.0		83.0			141.0	645.0		660.0		1003.0			1011.0
113.0	220.0	272.0	282.0	124.0		273.0		2583.0	3285.0	3637.0	3984.0	2401.0		2528.0	
189.0	146.0	77.0		166.0	173.0	204.0	318.0	11839.0	13339.0	11134.0		16653.0	14456.0	17064.0	11381.0
113.0	146.0	77.0	161.0	208.0		102.0	247.0	151.0	201.0	97.0	181.0	249.0		136.0	265.0
113.0		77.0	121.0		130.0	68.0		1535.0		2783.0	2127.0		1263.0	1452.0	
113.0	183.0	272.0	121.0		216.0	170.0		874.0	1231.0	1523.0	1188.0		1537.0	1796.0	
378.0	146.0	194.0		791.0	563.0	511.0	495.0	2649.0	1667.0	1948.0		5493.0	4336.0	5018.0	4165.0
75.0	110.0	155.0		124.0	433.0	375.0	177.0	5412.0	5240.0	5995.0		10408.0	9856.0	10428.0	9835.0
	110.0	155.0		166.0		102.0	212.0		1467.0	1543.0		1959.0		1896.0	2499.0
	146.0		121.0	83.0	260.0	170.0	177.0		6379.0		6381.0	11895.0	10008.0	12188.0	9835.0
227.0	73.0			416.0	303.0	477.0	177.0	4457.0	3057.0			9050.0	4976.0	8098.0	6322.0
	220.0		161.0	291.0	130.0	170.0	460.0		1229.0		1418.0	1541.0	867.0	1283.0	1609.0
189.0	110.0		80.0	166.0	173.0	307.0	106.0	5119.0	4232.0		4041.0	6661.0	4565.0	6399.0	4426.0
151.0	73.0		80.0	83.0	433.0	136.0	318.0	3608.0	4076.0		4254.0	6405.0	5782.0	6205.0	6373.0
	110.0	155.0		166.0		204.0	283.0		3794.0	3801.0		4625.0		5688.0	4496.0
	110.0	194.0	242.0	166.0	216.0	102.0	247.0		18342.0	21649.0	18654.0	23790.0	27105.0	25596.0	22532.0
151.0	110.0	194.0	121.0		130.0	68.0	106.0	1329.0	1134.0	1422.0	1133.0		1131.0	1312.0	849.0
227.0	256.0		121.0	333.0	520.0	580.0	566.0	2392.0	2377.0		1757.0	4758.0	4818.0	4641.0	5103.0
189.0	73.0		242.0	124.0	130.0	341.0		14571.0	14673.0		13472.0	24979.0	21684.0	24377.0	
113.0		77.0		249.0	130.0	68.0	106.0	16237.0		12989.0		17842.0	14456.0	13651.0	15174.0
	73.0	116.0		208.0		136.0	283.0		2821.0	2435.0		3528.0		4707.0	4721.0
189.0	293.0		161.0	124.0	737.0	204.0	531.0	4985.0	4192.0		3299.0	4803.0	5461.0	5119.0	5106.0
113.0	110.0	155.0	404.0			102.0	212.0	3551.0	3668.0	4212.0	5318.0			5688.0	5058.0
416.0	476.0		363.0		216.0	273.0		435.0	568.0		626.0		260.0	273.0	
113.0		77.0	80.0	166.0	86.0	136.0		4941.0		4584.0	4490.0	6661.0	5102.0	5935.0	
189.0	476.0	233.0		124.0	390.0	238.0	247.0	1288.0	1339.0	1443.0		811.0	1105.0	801.0	796.0
	110.0		80.0			102.0	106.0		5240.0		5774.0			7313.0	7081.0
189.0	330.0		80.0		130.0		141.0	6314.0	5412.0		5052.0		6505.0		5901.0
75.0			80.0		86.0	102.0		2296.0			1971.0		2282.0	2275.0	
113.0		116.0	282.0	291.0	216.0	68.0	177.0	37886.0		29227.0	35366.0	32381.0	24093.0	34129.0	25291.0
416.0	403.0		161.0		130.0	307.0		530.0	715.0		262.0		238.0	494.0	
303.0		272.0	80.0	249.0	780.0	136.0	318.0	2047.0		1830.0	1036.0	2230.0	2168.0	1922.0	1668.0
113.0		155.0				238.0	106.0	11365.0		9742.0				7963.0	8852.0
303.0		77.0				68.0	247.0	8191.0		5995.0				9751.0	12392.0
75.0	110.0	155.0		166.0	86.0	477.0	106.0	3157.0	2821.0	2361.0		3330.0	2344.0	2931.0	3034.0
	110.0		282.0			170.0	70.0		4076.0		4715.0			4612.0	3934.0
		77.0	202.0	124.0	303.0	102.0	247.0			3388.0	4041.0	3122.0	3449.0	3792.0	4426.0
	146.0	233.0		291.0	346.0	136.0	212.0		1026.0	759.0		937.0	932.0	646.0	904.0
75.0			121.0		303.0	102.0	70.0	1994.0			1987.0		1734.0	2178.0	1311.0
75.0	146.0				130.0	136.0	106.0	3444.0	4315.0				3942.0	2437.0	4248.0
75.0	73.0			124.0			70.0	4735.0	3861.0			6244.0			3934.0
151.0			202.0	83.0	216.0			50515.0			40418.0	83266.0	54210.0		
	73.0		80.0		130.0		106.0		14673.0		10104.0		21684.0		26556.0
75.0		155.0		124.0		68.0		18943.0		22268.0		24979.0		22752.0	
151.0	183.0			582.0	346.0	170.0	318.0	3224.0	3596.0			5396.0	5178.0	5332.0	5311.0
		77.0	161.0	291.0	86.0	238.0	177.0			7085.0	5389.0	13877.0	12390.0	14053.0	11802.0
	146.0		121.0	166.0	433.0	102.0			1321.0		932.0	1081.0	1777.0	1077.0	
113.0			161.0		130.0		106.0	1476.0			1273.0		1941.0		1167.0
75.0	110.0				260.0		106.0	4735.0	4076.0				4646.0		5590.0
151.0		194.0			173.0	307.0	283.0	50515.0		38969.0			43368.0	61432.0	56652.0
	73.0		242.0	249.0	216.0		141.0		73.0		242.0	249.0	216.0		159.0
151.0		77.0	80.0		216.0	136.0	141.0	1848.0		1443.0	2127.0		2436.0	2201.0	2400.0
75.0		77.0	282.0	208.0	130.0		247.0	2914.0		2435.0	3042.0	3061.0	2323.0		3218.0
	146.0		80.0	124.0		102.0			1048.0		951.0	1328.0		1204.0	
75.0	73.0		121.0	83.0	216.0	102.0		6888.0	4891.0		3190.0	10408.0	9035.0	10238.0	
113.0	146.0	155.0	202.0	291.0	86.0		212.0	28414.0	24456.0	25979.0	25261.0	32381.0	17347.0		30349.0
113.0		77.0			86.0	307.0		28414.0		25979.0			28912.0	34129.0	
	146.0	77.0		166.0	260.0	170.0	177.0		11287.0	11134.0		15139.0	15306.0	17064.0	16094.0
378.0	366.0	311.0		416.0	216.0		318.0	3608.0	3006.0	2886.0		3589.0	2105.0		3186.0
	73.0		80.0		130.0	136.0	141.0		6669.0		4041.0		6847.0	8532.0	7081.0
75.0		77.0			86.0	102.0	70.0	3157.0		3542.0			3771.0	2925.0	3078.0
		77.0	80.0	83.0	130.0	68.0				4584.0	5389.0	4898.0	4065.0	4550.0	
	110.0	77.0	161.0	83.0		102.0			4784.0	3896.0	5215.0	4625.0		4266.0	
189.0		155.0	282.0	457.0	477.0	136.0	141.0	3574.0		3388.0	5338.0	4534.0	4458.0	5056.0	3631.0
113.0		116.0	80.0	83.0	130.0	102.0	70.0	1994.0		1885.0	2309.0	1206.0	2098.0	1828.0	1573.0
492.0	183.0	77.0	323.0		520.0	341.0	283.0	2897.0	3057.0	3117.0	3759.0		3469.0	3379.0	3112.0
189.0	73.0			83.0		102.0		5740.0	5240.0			6405.0		5688.0	
75.0	73.0	77.0		249.0	216.0	68.0	70.0	2612.0	2292.0	2783.0		4541.0	2891.0	4266.0	3372.0
	110.0		121.0	83.0		341.0			6878.0		4330.0	4898.0		4490.0	
	73.0	116.0	161.0			136.0	106.0		1706.0	1916.0	1776.0			2201.0	2870.0
75.0	183.0		202.0	208.0	130.0	238.0	389.0	2444.0	2620.0		2196.0	2775.0	2891.0	3102.0	2704.0
189.0	110.0				130.0	68.0	106.0	4735.0	2974.0				3252.0	3592.0	2870.0
		155.0	121.0	166.0	130.0	68.0	318.0			1751.0	1534.0	2379.0	3423.0	2437.0	2795.0
151.0	183.0		121.0	124.0			318.0	7976.0	6114.0		3464.0	6244.0			5224.0
75.0		194.0	242.0	83.0		136.0		25257.0		21649.0	16167.0	20816.0		19502.0	
		233.0	80.0	291.0			70.0			3711.0	3109.0	2158.0			1863.0
	183.0	272.0	202.0		173.0	409.0	283.0		1085.0	1014.0	1453.0		2252.0	2111.0	1522.0
151.0		77.0	121.0	166.0	86.0	307.0	141.0	2405.0		2783.0	3368.0	2686.0	3469.0	3102.0	3293.0
	220.0	77.0	121.0	124.0		204.0	70.0		1834.0	1590.0	1595.0	3286.0		1968.0	1967.0
75.0	73.0			124.0	86.0		212.0	2164.0	1789.0			2904.0	2628.0		2559.0
303.0	183.0	311.0	80.0		216.0	170.0	177.0	1023.0	808.0	1385.0	951.0		1191.0	975.0	1149.0
	330.0	272.0	242.0	749.0	173.0	273.0	495.0		1542.0	1324.0	1661.0	2827.0	2376.0	2814.0	3004.0
113.0		77.0		166.0	130.0	102.0	141.0	7577.0		5567.0		11102.0	9293.0	11376.0	10116.0
75.0		77.0	121.0	124.0			70.0	1148.0		950.0	1188.0	939.0			970.0
113.0	73.0		80.0	124.0		68.0	354.0	454.0	274.0		323.0	520.0		375.0	495.0
340.0	146.0	77.0		83.0	130.0	238.0	212.0	14207.0	10481.0	11134.0		13877.0	13010.0	14931.0	15174.0
189.0		233.0		249.0	303.0	204.0	354.0	492.0		526.0		750.0	715.0	614.0	813.0
	220.0		444.0	124.0	693.0	443.0	460.0		1448.0		1837.0	2116.0	3273.0	2790.0	2422.0
227.0	110.0	77.0	161.0		477.0	273.0	389.0	37886.0	36684.0	38969.0	53891.0		95410.0	91011.0	77897.0
151.0	73.0		161.0	83.0	130.0	204.0	141.0	1612.0	1264.0		1430.0	1632.0	1384.0	989.0	1190.0
189.0	110.0	116.0				136.0	106.0	7577.0	7336.0	8350.0				10501.0	6639.0
227.0	110.0	77.0	121.0			102.0	70.0	8118.0	6473.0	6494.0	4663.0			5388.0	5058.0
113.0		155.0		249.0	86.0	170.0	177.0	6685.0		6235.0		8326.0	5421.0	6320.0	6809.0
113.0	146.0			124.0	86.0	136.0		4209.0	4192.0			3903.0	4818.0	4707.0	
		77.0	161.0	249.0	130.0	238.0	212.0			19484.0	14697.0	24979.0	18586.0	23890.0	21244.0
	73.0		404.0	291.0	173.0	273.0	212.0		1164.0		1351.0	916.0	953.0	1281.0	833.0
151.0			161.0	208.0			177.0	4209.0			2694.0	3154.0			3404.0
		116.0	202.0	208.0	303.0	307.0	283.0			1719.0	1924.0	3061.0	3571.0	3700.0	3880.0
75.0		155.0		374.0	130.0	204.0	106.0	9471.0		10391.0		12920.0	10842.0	12798.0	11802.0
265.0	183.0		404.0	249.0	303.0	68.0	212.0	53040.0	61140.0		50523.0	62449.0	43368.0	68258.0	53112.0
151.0	146.0		323.0	457.0	260.0	511.0	212.0	30309.0	29347.0		26945.0	38163.0	37172.0	42661.0	35408.0
113.0		77.0			86.0		212.0	1926.0		1367.0			1807.0		1485.0
75.0		155.0	202.0		130.0	170.0		2914.0		3056.0	2558.0		4196.0	3968.0	
	73.0	155.0	161.0		130.0	136.0	141.0		1706.0	1288.0	1418.0		2132.0	2201.0	1475.0
75.0	183.0				173.0	68.0	177.0	1403.0	1528.0				2224.0	1896.0	2241.0
113.0			121.0	166.0		68.0		2914.0			2287.0	2081.0		1587.0	
151.0	73.0				86.0	136.0	141.0	1994.0	1630.0				2344.0	2437.0	2484.0
265.0	146.0		80.0	166.0	130.0	102.0	318.0	4347.0	3260.0		3674.0	3265.0	2551.0	3412.0	3793.0
303.0	73.0			124.0	173.0	102.0		5412.0	4585.0			5204.0	5421.0	6022.0	
492.0	110.0	272.0		499.0	216.0	273.0	389.0	17590.0	13756.0	18185.0		29388.0	21684.0	27303.0	24343.0
		77.0	121.0	124.0	173.0	170.0				3542.0	3911.0	5430.0	4956.0	4875.0	
		116.0	282.0		173.0	136.0				8350.0	8083.0		9130.0	10501.0	
75.0		77.0		124.0	303.0	102.0	141.0	5412.0		4329.0		7806.0	6746.0	7875.0	6744.0
	293.0	116.0	202.0		303.0	204.0	354.0		385.0	175.0	202.0		346.0	238.0	389.0
151.0		77.0		83.0	86.0	136.0		3608.0		3542.0		2775.0	2282.0	2575.0	
189.0			161.0		260.0	68.0	212.0	1246.0			1010.0		1558.0	1137.0	1435.0
	146.0	155.0		166.0	260.0	273.0			1811.0	2597.0		2871.0	2739.0	2757.0	
151.0		116.0	282.0	83.0	477.0	375.0	247.0	1457.0		1135.0	909.0	1224.0	1343.0	1331.0	1028.0
189.0	146.0	116.0	282.0	83.0	346.0	307.0		2397.0	2620.0	2487.0	4100.0	2523.0	3652.0	3011.0	
227.0	293.0		161.0	666.0	260.0	409.0	424.0	2806.0	2466.0		2046.0	4758.0	3771.0	4179.0	3426.0
227.0	146.0			208.0	130.0		106.0	1762.0	1612.0			1162.0	1131.0		992.0
151.0	110.0	77.0		208.0	650.0	273.0	141.0	7976.0	6473.0	7085.0		14869.0	11827.0	15168.0	14163.0
75.0		77.0	121.0	83.0		102.0		1612.0		1855.0	830.0	2449.0		1765.0	
	73.0	155.0		83.0			141.0		4076.0	3711.0		5551.0			5665.0
113.0		77.0		124.0	130.0		247.0	11365.0		12989.0		17842.0	14456.0		13769.0
227.0	110.0	311.0	444.0		173.0	238.0	106.0	1567.0	1965.0	2494.0	1941.0		1387.0	1881.0	1475.0
75.0			161.0		346.0	170.0	141.0	303.0			303.0		455.0	392.0	371.0
113.0	73.0	116.0	323.0		303.0		177.0	5982.0	5643.0	4496.0	5480.0		5838.0		5901.0
113.0			282.0	166.0		102.0		8118.0			5658.0	7930.0		6825.0	
	146.0	77.0		83.0			70.0		5869.0	6494.0		6405.0			5058.0
113.0	330.0	116.0	363.0		390.0		106.0	664.0	642.0	584.0	545.0		498.0		336.0
189.0		116.0	80.0	166.0	130.0	273.0	141.0	1324.0		1284.0	1138.0	1311.0	1606.0	1606.0	1323.0
340.0	293.0	155.0		83.0	390.0	204.0	283.0	6199.0	7524.0	6777.0		10408.0	7096.0	10238.0	8331.0
	146.0	155.0		208.0	693.0	238.0	247.0		2366.0	2135.0		3412.0	3336.0	3318.0	3304.0
340.0		77.0		83.0		102.0	212.0	3444.0		3247.0		4382.0		4095.0	3170.0
	146.0		282.0	541.0	346.0	273.0	354.0		2257.0		2080.0	5882.0	4231.0	5250.0	3505.0
	183.0	77.0		208.0	173.0	102.0	141.0		4473.0	4584.0		7178.0	6424.0	6399.0	7081.0
113.0			161.0	83.0	130.0	102.0	70.0	1647.0			1616.0	957.0	803.0	1077.0	907.0
75.0		116.0				136.0	106.0	814.0		564.0				632.0	603.0
378.0	220.0		282.0	707.0	780.0	648.0	672.0	3413.0	3608.0		3536.0	7529.0	7096.0	8208.0	7312.0
	183.0	77.0	121.0			102.0	212.0		5394.0	5995.0	4181.0			5688.0	3793.0
	73.0	116.0	161.0	249.0		102.0	141.0		7336.0	8350.0	7029.0	14694.0		14626.0	10894.0
		116.0	282.0		173.0	102.0	106.0			11690.0	7859.0		8260.0	7875.0	8171.0
	330.0		80.0	124.0			106.0		1965.0		1924.0	2449.0			1686.0
189.0		155.0	161.0	83.0		170.0	70.0	568.0		409.0	343.0	250.0		409.0	212.0
265.0	146.0			208.0	86.0	136.0		1854.0	1956.0			1210.0	803.0	1109.0	
	146.0	116.0		166.0	173.0	170.0			5059.0	4496.0		6167.0	3690.0	6320.0	
151.0	146.0		80.0	83.0		136.0	70.0	2971.0	3189.0		3109.0	1982.0		1922.0	1913.0
	110.0	77.0		208.0		238.0	283.0		164.0	136.0		437.0		375.0	477.0
265.0		116.0	282.0	249.0	390.0	170.0	460.0	985.0		564.0	1028.0	979.0	1345.0	853.0	1150.0
		155.0	80.0			273.0	212.0			2024.0	2887.0			3792.0	3034.0
151.0			121.0	83.0		102.0		718.0			787.0	498.0		664.0	
265.0	146.0	272.0		249.0	260.0	170.0	141.0	5003.0	4446.0	5930.0		4541.0	4410.0	4266.0	3372.0
113.0	403.0		161.0	374.0	737.0	375.0	318.0	4546.0	4981.0		4254.0	7806.0	6826.0	7508.0	6780.0
75.0	330.0	155.0	363.0		173.0	136.0	354.0	3608.0	3144.0	2642.0	2302.0		3942.0	3792.0	3576.0
		77.0	80.0			68.0	70.0			895.0	484.0			822.0	655.0
151.0		350.0		291.0		375.0	247.0	18943.0		14029.0		18214.0		15016.0	10327.0
	73.0	233.0	80.0		130.0	102.0	247.0		531.0	721.0	607.0		607.0	426.0	901.0
75.0		77.0			260.0	68.0		25257.0		25979.0			26020.0	34129.0	
75.0			121.0	249.0	130.0	170.0		5051.0			4181.0	5809.0	6505.0	6825.0	
75.0	146.0	272.0	242.0	83.0	346.0		177.0	2806.0	3578.0	3286.0	3619.0	2602.0	3401.0		2360.0
		116.0	161.0	333.0	260.0	204.0	106.0			10628.0	13472.0	15139.0	15306.0	15751.0	15174.0
113.0	183.0		161.0			204.0	141.0	4735.0	3987.0		4145.0			4179.0	3827.0
